"site","summary.statistic","n_year","flow_metric","current_value","reference_value","deltaH","notes"
"403S00640","median",5,"Peak_Tim_5",120.5,120.5,0,"Wet, 2005"
"403S00640","max",5,"Peak_Tim_5",169,169,0,"Wet, 1991"
"403S00640","mean",5,"Peak_Tim_5",NA,NA,0,NA
"403S00640","min",15,"SP_Dur",67,157,-90,"Wet, 2011"
"403S00640","median",15,"SP_Dur",121,123,-2,"Moderate, 1997"
"403S00640","max",15,"SP_Dur",138,136,2,"Wet, 1991"
"403S00640","mean",15,"SP_Dur",NA,NA,-8.13333333333333,NA
"403S00640","min",23,"SP_Mag",10.31329167,21.89796,-11.58,"Wet, 2011"
"403S00640","median",23,"SP_Mag",NA,NA,-0.04,NA
"403S00640","max",23,"SP_Mag",124.8355833,122.3221,2.51,"Wet, 2005"
"403S00640","mean",23,"SP_Mag",NA,NA,-0.567391304347826,NA
"403S00640","min",14,"SP_ROC",0.00266870993739272,0.00261234169478607,0,"Moderate, 1997"
"403S00640","median",14,"SP_ROC",0.0114975278946527,0.0114262957709367,0,"Moderate, 2006"
"403S00640","max",14,"SP_ROC",0.0237134902234784,0.0237145223217645,0,"Wet, 1991"
"403S00640","mean",14,"SP_ROC",NA,NA,0,NA
"403S00640","min",23,"SP_Tim",150,151,-1,"Wet, 2005"
"403S00640","median",23,"SP_Tim",0,0,0,"Dry, 2012"
"403S00640","max",23,"SP_Tim",169,0,169,"Moderate, 1996"
"403S00640","mean",23,"SP_Tim",NA,NA,19,NA
"403S00640","min",14,"Wet_BFL_Dur",24,25,-1,"Moderate, 2006"
"403S00640","median",14,"Wet_BFL_Dur",NA,NA,0.5,NA
"403S00640","max",14,"Wet_BFL_Dur",106,24,82,"Wet, 2011"
"403S00640","mean",14,"Wet_BFL_Dur",NA,NA,8.35714285714286,NA
"403S00640","min",14,"Wet_BFL_Mag_10",6.0509166666,6.0892919,-0.04,"Moderate, 2000"
"403S00640","median",14,"Wet_BFL_Mag_10",9.7118249998,9.7473583331,-0.04,"Moderate, 1997"
"403S00640","max",14,"Wet_BFL_Mag_10",12.309245833,10.931695836,1.38,"Wet, 1995"
"403S00640","mean",14,"Wet_BFL_Mag_10",NA,NA,0.172142857142857,NA
"403S00640","min",14,"Wet_BFL_Mag_50",12.05575,13.394335,-1.34,"Wet, 2008"
"403S00640","median",14,"Wet_BFL_Mag_50",NA,NA,0.075,NA
"403S00640","max",14,"Wet_BFL_Mag_50",12.2475,4.3352915,7.91,"Moderate, 2003"
"403S00640","mean",14,"Wet_BFL_Mag_50",NA,NA,0.932142857142857,NA
"403S00640","min",18,"Wet_Tim",102,104,-2,"Wet, 2008"
"403S00640","median",18,"Wet_Tim",101,102,-1,"Moderate, 1997"
"403S00640","max",18,"Wet_Tim",21,20,1,"Dry, 2004"
"403S00640","mean",18,"Wet_Tim",NA,NA,-0.444444444444444,NA
"403S00640","min",3,"Peak_Dur_10",2,3,-1,"Wet, 1998"
"403S00640","median",3,"Peak_Dur_10",2,3,-1,"Wet, 1998"
"403S00640","max",3,"Peak_Dur_10",1,1,0,"Wet, 1995"
"403S00640","mean",3,"Peak_Dur_10",NA,NA,-0.666666666666667,NA
"403S00640","min",3,"Peak_Fre_10",1,1,0,"Wet, 1995"
"403S00640","median",3,"Peak_Fre_10",1,1,0,"Wet, 1998"
"403S00640","max",3,"Peak_Fre_10",2,2,0,"Wet, 2005"
"403S00640","mean",3,"Peak_Fre_10",NA,NA,0,NA
"403S00640","min",3,"Peak_Tim_10",121.5,122,-0.5,"Wet, 2005"
"403S00640","median",3,"Peak_Tim_10",101,101,0,"Wet, 1995"
"403S00640","max",3,"Peak_Tim_10",146,146,0,"Wet, 1998"
"403S00640","mean",3,"Peak_Tim_10",NA,NA,-0.166666666666667,NA
"403S00640","min",1,"FA_Dur",2,3,-1,"Wet, 2005"
"403S00640","median",1,"FA_Dur",NA,NA,-1,NA
"403S00640","max",1,"FA_Dur",2,3,-1,"Wet, 2005"
"403S00640","mean",1,"FA_Dur",NA,NA,-1,NA
"403S00640","min",1,"FA_Mag",11.1976911229403,9.3054198620422,1.89,"Wet, 2005"
"403S00640","median",1,"FA_Mag",NA,NA,1.89,NA
"403S00640","max",1,"FA_Mag",11.1976911229403,9.3054198620422,1.89,"Wet, 2005"
"403S00640","mean",1,"FA_Mag",NA,NA,1.89,NA
"403S00640","min",1,"FA_Tim",19,27,-8,"Wet, 2005"
"403S00640","median",1,"FA_Tim",NA,NA,-8,NA
"403S00640","max",1,"FA_Tim",19,27,-8,"Wet, 2005"
"403S00640","mean",1,"FA_Tim",NA,NA,-8,NA
"403S00640",NA,23,"Peak_10",116.531899974,114.081199974,2.45,NA
"403S00640","min",1,"Peak_2",22.24220833,20.22583,2.02,"NA, NA"
"403S00640","median",1,"Peak_2",NA,NA,2.02,NA
"403S00640","max",1,"Peak_2",22.24220833,20.22583,2.02,"NA, NA"
"403S00640","mean",1,"Peak_2",NA,NA,2.02,NA
"403S00640",NA,23,"Peak_5",82.59921667,79.570650002,3.03,NA
"403S00831","min",8,"DS_Tim",375,389,-14,"Dry, 2007"
"403S00831","median",8,"DS_Tim",380,389,-9,"Dry, 2009"
"403S00831","max",8,"DS_Tim",391,391,0,"Moderate, 2012"
"403S00831","mean",8,"DS_Tim",NA,NA,-3,NA
"403S00831","min",3,"Peak_Dur_10",1,1,0,"Wet, 2008"
"403S00831","median",3,"Peak_Dur_10",2,2,0,"Wet, 2011"
"403S00831","max",3,"Peak_Dur_10",19,19,0,"Wet, 2005"
"403S00831","mean",3,"Peak_Dur_10",NA,NA,0,NA
"403S00831","min",9,"Peak_Dur_2",275,365,-90,"Wet, 2005"
"403S00831","median",9,"Peak_Dur_2",365,365,0,"Wet, 2008"
"403S00831","max",9,"Peak_Dur_2",365,365,0,"Dry, 2013"
"403S00831","mean",9,"Peak_Dur_2",NA,NA,-10,NA
"403S00831","min",5,"Peak_Dur_5",15,15,0,"Moderate, 2010"
"403S00831","median",5,"Peak_Dur_5",19,19,0,"Wet, 2008"
"403S00831","max",5,"Peak_Dur_5",271,271,0,"Wet, 2005"
"403S00831","mean",5,"Peak_Dur_5",NA,NA,0,NA
"403S00831","min",3,"Peak_Fre_10",1,1,0,"Wet, 2008"
"403S00831","median",3,"Peak_Fre_10",1,1,0,"Wet, 2011"
"403S00831","max",3,"Peak_Fre_10",2,2,0,"Wet, 2005"
"403S00831","mean",3,"Peak_Fre_10",NA,NA,0,NA
"403S00831","min",9,"Peak_Fre_2",1,1,0,"Moderate, 2006"
"403S00831","median",9,"Peak_Fre_2",1,1,0,"Dry, 2009"
"403S00831","max",9,"Peak_Fre_2",4,1,3,"Wet, 2005"
"403S00831","mean",9,"Peak_Fre_2",NA,NA,0.333333333333333,NA
"403S00831","min",5,"Peak_Fre_5",1,1,0,"Wet, 2005"
"403S00831","median",5,"Peak_Fre_5",1,1,0,"Moderate, 2006"
"403S00831","max",5,"Peak_Fre_5",2,2,0,"Wet, 2011"
"403S00831","mean",5,"Peak_Fre_5",NA,NA,0,NA
"403S00831","min",3,"Peak_Tim_10",119,119,0,"Wet, 2008"
"403S00831","median",3,"Peak_Tim_10",120,120,0,"Wet, 2005"
"403S00831","max",3,"Peak_Tim_10",171,171,0,"Wet, 2011"
"403S00831","mean",3,"Peak_Tim_10",NA,NA,0,NA
"403S00831","min",9,"Peak_Tim_2",0,0,0,"Moderate, 2006"
"403S00831","median",9,"Peak_Tim_2",0,0,0,"Dry, 2009"
"403S00831","max",9,"Peak_Tim_2",91,0,91,"Wet, 2005"
"403S00831","mean",9,"Peak_Tim_2",NA,NA,10.1111111111111,NA
"403S00831","min",5,"Peak_Tim_5",0,0,0,"Moderate, 2006"
"403S00831","median",5,"Peak_Tim_5",94,94,0,"Wet, 2005"
"403S00831","max",5,"Peak_Tim_5",140,140,0,"Moderate, 2010"
"403S00831","mean",5,"Peak_Tim_5",NA,NA,0,NA
"403S00831","min",4,"SP_Dur",19,19,0,"Moderate, 2010"
"403S00831","median",4,"SP_Dur",22,22,0,"Wet, 2005"
"403S00831","max",4,"SP_Dur",166,166,0,"Wet, 2008"
"403S00831","mean",4,"SP_Dur",NA,NA,0,NA
"403S00831","min",8,"SP_Mag",83.15079167,83.16771,-0.02,"Wet, 2008"
"403S00831","median",8,"SP_Mag",1.984416667,1.984875,0,"Dry, 2007"
"403S00831","max",8,"SP_Mag",242.8065,242.7588,0.05,"Wet, 2005"
"403S00831","mean",8,"SP_Mag",NA,NA,0.00375,NA
"403S00831","min",4,"SP_ROC",0.00344055215155805,0.00344380375522567,0,"Wet, 2008"
"403S00831","median",4,"SP_ROC",0.0828108782783987,0.0828108230499264,0,"Wet, 2005"
"403S00831","max",4,"SP_ROC",0.116474086517876,0.116464545468912,0,"Moderate, 2010"
"403S00831","mean",4,"SP_ROC",NA,NA,0,NA
"403S00831","min",8,"SP_Tim",0,0,0,"Moderate, 2006"
"403S00831","median",8,"SP_Tim",0,0,0,"Moderate, 2012"
"403S00831","max",8,"SP_Tim",177,177,0,"Wet, 2011"
"403S00831","mean",8,"SP_Tim",NA,NA,0,NA
"403S00831","min",4,"Wet_BFL_Dur",25,25,0,"Wet, 2008"
"403S00831","median",4,"Wet_BFL_Dur",29,29,0,"Wet, 2011"
"403S00831","max",4,"Wet_BFL_Dur",68,68,0,"Wet, 2005"
"403S00831","mean",4,"Wet_BFL_Dur",NA,NA,0,NA
"403S00831","min",4,"Wet_BFL_Mag_10",0,0,0,"Wet, 2005"
"403S00831","median",4,"Wet_BFL_Mag_10",0.1943666664,0.19388336,0,"Moderate, 2010"
"403S00831","max",4,"Wet_BFL_Mag_10",0.4714750002,0.471575,0,"Wet, 2011"
"403S00831","mean",4,"Wet_BFL_Mag_10",NA,NA,0,NA
"403S00831","min",4,"Wet_BFL_Mag_50",0.401541667,0.398875,0,"Wet, 2008"
"403S00831","median",4,"Wet_BFL_Mag_50",0.489916667,0.4900833,0,"Wet, 2011"
"403S00831","max",4,"Wet_BFL_Mag_50",22.01179167,22.01623,0,"Wet, 2005"
"403S00831","mean",4,"Wet_BFL_Mag_50",NA,NA,0,NA
"403S00831","min",4,"Wet_Tim",80,80,0,"Wet, 2005"
"403S00831","median",4,"Wet_Tim",99,99,0,"Wet, 2008"
"403S00831","max",4,"Wet_Tim",148,148,0,"Wet, 2011"
"403S00831","mean",4,"Wet_Tim",NA,NA,0,NA
"403S00831","min",3,"DS_Dur_WS",99,99,0,"Dry, 2007"
"403S00831","median",3,"DS_Dur_WS",112,112,0,"Dry, 2009"
"403S00831","max",3,"DS_Dur_WS",340,340,0,"Moderate, 2010"
"403S00831","mean",3,"DS_Dur_WS",NA,NA,0,NA
"403S00831","min",3,"DS_Mag_50",0.25,0.24658335,0,"Dry, 2009"
"403S00831","median",3,"DS_Mag_50",0.483291667,0.4800417,0,"Dry, 2007"
"403S00831","max",3,"DS_Mag_50",0.5192708335,0.51845835,0,"Moderate, 2010"
"403S00831","mean",3,"DS_Mag_50",NA,NA,0,NA
"403S00831","min",3,"DS_Mag_90",0.290545833,0.2871917,0,"Dry, 2009"
"403S00831","median",3,"DS_Mag_90",0.550875,0.5490833,0,"Dry, 2007"
"403S00831","max",3,"DS_Mag_90",0.7521375003,0.75229997,0,"Moderate, 2010"
"403S00831","mean",3,"DS_Mag_90",NA,NA,0,NA
"403S00831",NA,23,"Peak_10",88.290125026,88.2678520000001,0.02,NA
"403S00831","min",1,"Peak_2",0.07875,0,0.08,"NA, NA"
"403S00831","median",1,"Peak_2",NA,NA,0.08,NA
"403S00831","max",1,"Peak_2",0.07875,0,0.08,"NA, NA"
"403S00831","mean",1,"Peak_2",NA,NA,0.08,NA
"403S00831",NA,23,"Peak_5",4.95566666680001,4.95645000000001,0,NA
"403S00875","min",9,"DS_Dur_WS",84,84,0,"Moderate, 1994"
"403S00875","median",9,"DS_Dur_WS",254,254,0,"Wet, 1992"
"403S00875","max",9,"DS_Dur_WS",237,236,1,"Wet, 2010"
"403S00875","mean",9,"DS_Dur_WS",NA,NA,0.111111111111111,NA
"403S00875","min",9,"DS_Mag_50",0.172,0.17214585,0,"Wet, 2010"
"403S00875","median",9,"DS_Mag_50",0.508416667,0.508416667,0,"Moderate, 1996"
"403S00875","max",9,"DS_Mag_50",1.975625,1.975583,0,"Wet, 2005"
"403S00875","mean",9,"DS_Mag_50",NA,NA,0,NA
"403S00875","min",9,"DS_Mag_90",0.2374250002,0.23752085,0,"Wet, 2010"
"403S00875","median",9,"DS_Mag_90",0.570733333,0.570733333,0,"Moderate, 1994"
"403S00875","max",9,"DS_Mag_90",3.2557499998,3.2557084,0,"Wet, 2005"
"403S00875","mean",9,"DS_Mag_90",NA,NA,0,NA
"403S00875","min",16,"DS_Tim",142,142,0,"Moderate, 1997"
"403S00875","median",16,"DS_Tim",201,201,0,"Moderate, 1991"
"403S00875","max",16,"DS_Tim",389,389,0,"Moderate, 1999"
"403S00875","mean",16,"DS_Tim",NA,NA,0,NA
"403S00875","min",12,"Peak_Dur_2",1,1,0,"Moderate, 2000"
"403S00875","median",12,"Peak_Dur_2",9,9,0,"Wet, 2008"
"403S00875","max",12,"Peak_Dur_2",33,33,0,"Wet, 1993"
"403S00875","mean",12,"Peak_Dur_2",NA,NA,0,NA
"403S00875","min",12,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"403S00875","median",12,"Peak_Fre_2",1,1,0,"Wet, 2008"
"403S00875","max",12,"Peak_Fre_2",5,5,0,"Wet, 1995"
"403S00875","mean",12,"Peak_Fre_2",NA,NA,0,NA
"403S00875","min",12,"Peak_Tim_2",116,116,0,"Wet, 2005"
"403S00875","median",12,"Peak_Tim_2",153.5,153.5,0,"Wet, 1992"
"403S00875","max",12,"Peak_Tim_2",185,185,0,"Wet, 2006"
"403S00875","mean",12,"Peak_Tim_2",NA,NA,0,NA
"403S00875","min",13,"SP_Dur",16,16,0,"Wet, 2005"
"403S00875","median",13,"SP_Dur",29,29,0,"Wet, 2001"
"403S00875","max",13,"SP_Dur",123,123,0,"Wet, 2008"
"403S00875","mean",13,"SP_Dur",NA,NA,0,NA
"403S00875","min",16,"SP_Mag",1.801333333,1.801291667,0,"Moderate, 1996"
"403S00875","median",16,"SP_Mag",25.77704167,25.776625,0,"Wet, 1993"
"403S00875","max",16,"SP_Mag",143.52525,143.523375,0,"Wet, 1998"
"403S00875","mean",16,"SP_Mag",NA,NA,0,NA
"403S00875","min",13,"SP_ROC",0.00349476282252884,0.00349633924355807,0,"Wet, 2008"
"403S00875","median",13,"SP_ROC",0.0483370734271781,0.0483371158984198,0,"Moderate, 2000"
"403S00875","max",13,"SP_ROC",0.113892912062901,0.113894221292646,0,"Wet, 1992"
"403S00875","mean",13,"SP_ROC",NA,NA,0,NA
"403S00875","min",16,"SP_Tim",0,0,0,"Moderate, 1994"
"403S00875","median",16,"SP_Tim",150,150,0,"Wet, 2005"
"403S00875","max",16,"SP_Tim",192,192,0,"Wet, 2006"
"403S00875","mean",16,"SP_Tim",NA,NA,0,NA
"403S00875","min",13,"Wet_BFL_Dur",114,115,-1,"Wet, 2011"
"403S00875","median",13,"Wet_BFL_Dur",35,35,0,"Moderate, 1991"
"403S00875","max",13,"Wet_BFL_Dur",94,94,0,"Wet, 1993"
"403S00875","mean",13,"Wet_BFL_Dur",NA,NA,-0.0769230769230769,NA
"403S00875","min",13,"Wet_BFL_Mag_10",0,0,0,"Moderate, 1991"
"403S00875","median",13,"Wet_BFL_Mag_10",0.2009666664,0.20093336,0,"Wet, 2001"
"403S00875","max",13,"Wet_BFL_Mag_10",1.0249583332,1.0249418,0,"Wet, 2006"
"403S00875","mean",13,"Wet_BFL_Mag_10",NA,NA,0,NA
"403S00875","min",13,"Wet_BFL_Mag_50",0,0,0,"Moderate, 1991"
"403S00875","median",13,"Wet_BFL_Mag_50",0.4389791665,0.43897915,0,"Wet, 2010"
"403S00875","max",13,"Wet_BFL_Mag_50",17.31341667,17.31295833,0,"Wet, 1998"
"403S00875","mean",13,"Wet_BFL_Mag_50",NA,NA,0,NA
"403S00875","min",13,"Wet_Tim",70,70,0,"Moderate, 1997"
"403S00875","median",13,"Wet_Tim",98,98,0,"Wet, 2010"
"403S00875","max",13,"Wet_Tim",65,64,1,"Wet, 2011"
"403S00875","mean",13,"Wet_Tim",NA,NA,0.0769230769230769,NA
"403S00875","min",5,"Peak_Dur_5",1,1,0,"Wet, 1992"
"403S00875","median",5,"Peak_Dur_5",1,1,0,"Wet, 1998"
"403S00875","max",5,"Peak_Dur_5",5,5,0,"Wet, 2005"
"403S00875","mean",5,"Peak_Dur_5",NA,NA,0,NA
"403S00875","min",5,"Peak_Fre_5",1,1,0,"Wet, 1992"
"403S00875","median",5,"Peak_Fre_5",1,1,0,"Wet, 1998"
"403S00875","max",5,"Peak_Fre_5",3,3,0,"Wet, 1995"
"403S00875","mean",5,"Peak_Fre_5",NA,NA,0,NA
"403S00875","min",5,"Peak_Tim_5",116,116,0,"Wet, 1995"
"403S00875","median",5,"Peak_Tim_5",122,122,0,"Wet, 2005"
"403S00875","max",5,"Peak_Tim_5",156,156,0,"Wet, 2001"
"403S00875","mean",5,"Peak_Tim_5",NA,NA,0,NA
"403S00875","min",3,"Peak_Dur_10",1,1,0,"Wet, 1998"
"403S00875","median",3,"Peak_Dur_10",1,1,0,"Wet, 2005"
"403S00875","max",3,"Peak_Dur_10",2,2,0,"Wet, 1995"
"403S00875","mean",3,"Peak_Dur_10",NA,NA,0,NA
"403S00875","min",3,"Peak_Fre_10",1,1,0,"Wet, 1998"
"403S00875","median",3,"Peak_Fre_10",1,1,0,"Wet, 2005"
"403S00875","max",3,"Peak_Fre_10",2,2,0,"Wet, 1995"
"403S00875","mean",3,"Peak_Fre_10",NA,NA,0,NA
"403S00875","min",3,"Peak_Tim_10",101,101,0,"Wet, 2005"
"403S00875","median",3,"Peak_Tim_10",130.5,130.5,0,"Wet, 1995"
"403S00875","max",3,"Peak_Tim_10",145,145,0,"Wet, 1998"
"403S00875","mean",3,"Peak_Tim_10",NA,NA,0,NA
"403S00875",NA,23,"Peak_10",102.316616694,102.315273334,0,NA
"403S00875","min",1,"Peak_2",15.017375,15.017,0,"NA, NA"
"403S00875","median",1,"Peak_2",NA,NA,0,NA
"403S00875","max",1,"Peak_2",15.017375,15.017,0,"NA, NA"
"403S00875","mean",1,"Peak_2",NA,NA,0,NA
"403S00875",NA,23,"Peak_5",62.26916667,62.268364668,0,NA
"403S01195","min",17,"DS_Dur_WS",145,146,-1,"Wet, 1998"
"403S01195","median",17,"DS_Dur_WS",250,250,0,"Wet, 1992"
"403S01195","max",17,"DS_Dur_WS",330,330,0,"Moderate, 1997"
"403S01195","mean",17,"DS_Dur_WS",NA,NA,-0.0588235294117647,NA
"403S01195","min",17,"DS_Mag_50",58.30891667,58.35725,-0.05,"Wet, 1995"
"403S01195","median",17,"DS_Mag_50",61.89620833,61.94758,-0.05,"Wet, 2005"
"403S01195","max",17,"DS_Mag_50",25.097354165,24.975915,0.12,"Wet, 2008"
"403S01195","mean",17,"DS_Mag_50",NA,NA,-0.00176470588235294,NA
"403S01195","min",17,"DS_Mag_90",68.0284,68.0847,-0.06,"Wet, 2005"
"403S01195","median",17,"DS_Mag_90",68.846616668,68.903041665,-0.06,"Wet, 1998"
"403S01195","max",17,"DS_Mag_90",11.99528333,10.878636,1.12,"Dry, 2002"
"403S01195","mean",17,"DS_Mag_90",NA,NA,0.0429411764705882,NA
"403S01195","min",22,"DS_Tim",384,402,-18,"Dry, 2002"
"403S01195","median",22,"DS_Tim",193,193,0,"Wet, 1992"
"403S01195","max",22,"DS_Tim",452,452,0,"Moderate, 1999"
"403S01195","mean",22,"DS_Tim",NA,NA,-0.954545454545455,NA
"403S01195","min",12,"Peak_Dur_2",1,1,0,"Moderate, 1997"
"403S01195","median",12,"Peak_Dur_2",2,2,0,"Moderate, 2001"
"403S01195","max",12,"Peak_Dur_2",9,8,1,"Wet, 2005"
"403S01195","mean",12,"Peak_Dur_2",NA,NA,0.0833333333333333,NA
"403S01195","min",12,"Peak_Fre_2",1,1,0,"Wet, 1991"
"403S01195","median",12,"Peak_Fre_2",1,1,0,"Wet, 2006"
"403S01195","max",12,"Peak_Fre_2",4,3,1,"Wet, 2005"
"403S01195","mean",12,"Peak_Fre_2",NA,NA,0.0833333333333333,NA
"403S01195","min",12,"Peak_Tim_2",82,82,0,"Moderate, 1997"
"403S01195","median",12,"Peak_Tim_2",135,135,0,"Wet, 1998"
"403S01195","max",12,"Peak_Tim_2",118.5,100,18.5,"Wet, 2005"
"403S01195","mean",12,"Peak_Tim_2",NA,NA,1.54166666666667,NA
"403S01195","min",19,"SP_Dur",16,16,0,"Wet, 1993"
"403S01195","median",19,"SP_Dur",23,23,0,"Wet, 1991"
"403S01195","max",19,"SP_Dur",235,235,0,"Wet, 2008"
"403S01195","mean",19,"SP_Dur",NA,NA,0,NA
"403S01195","min",23,"SP_Mag",926.841,927.5542917,-0.71,"Wet, 1991"
"403S01195","median",23,"SP_Mag",NA,NA,-0.01,NA
"403S01195","max",23,"SP_Mag",6198.0345,6192.705,5.33,"Wet, 2005"
"403S01195","mean",23,"SP_Mag",NA,NA,1.05434782608696,NA
"403S01195","min",19,"SP_ROC",0.00128583926460945,0.00126370667541491,0,"Moderate, 2001"
"403S01195","median",19,"SP_ROC",0.0849073831506383,0.0849136682088663,0,"Moderate, 2003"
"403S01195","max",19,"SP_ROC",0.190433194948801,0.190444665822436,0,"Wet, 1991"
"403S01195","mean",19,"SP_ROC",NA,NA,0,NA
"403S01195","min",23,"SP_Tim",0,0,0,"Moderate, 1999"
"403S01195","median",23,"SP_Tim",148,148,0,"Moderate, 1994"
"403S01195","max",23,"SP_Tim",221,221,0,"Moderate, 2003"
"403S01195","mean",23,"SP_Tim",NA,NA,0,NA
"403S01195","min",17,"Wet_BFL_Dur",26,26,0,"Moderate, 1996"
"403S01195","median",17,"Wet_BFL_Dur",38,38,0,"Wet, 1995"
"403S01195","max",17,"Wet_BFL_Dur",118,118,0,"Wet, 2011"
"403S01195","mean",17,"Wet_BFL_Dur",NA,NA,0,NA
"403S01195","min",17,"Wet_BFL_Mag_10",33.7085,33.736341664,-0.03,"Wet, 1993"
"403S01195","median",17,"Wet_BFL_Mag_10",41.456633336,41.491047,-0.03,"Wet, 2006"
"403S01195","max",17,"Wet_BFL_Mag_10",10.37541667,10.238442,0.14,"Moderate, 2000"
"403S01195","mean",17,"Wet_BFL_Mag_10",NA,NA,0.0170588235294118,NA
"403S01195","min",17,"Wet_BFL_Mag_50",496.89725,497.3091,-0.41,"Wet, 2005"
"403S01195","median",17,"Wet_BFL_Mag_50",496.89725,497.3091,-0.41,"Wet, 2005"
"403S01195","max",17,"Wet_BFL_Mag_50",167.0088125,166.66297915,0.35,"Wet, 1995"
"403S01195","mean",17,"Wet_BFL_Mag_50",NA,NA,-0.00705882352941176,NA
"403S01195","min",18,"Wet_Tim",20,21,-1,"Moderate, 1999"
"403S01195","median",18,"Wet_Tim",84,84,0,"Wet, 1992"
"403S01195","max",18,"Wet_Tim",138,138,0,"Wet, 2006"
"403S01195","mean",18,"Wet_Tim",NA,NA,-0.0555555555555556,NA
"403S01195","min",5,"Peak_Dur_5",1,1,0,"Wet, 1993"
"403S01195","median",5,"Peak_Dur_5",2,2,0,"Wet, 1992"
"403S01195","max",5,"Peak_Dur_5",4,4,0,"Wet, 2005"
"403S01195","mean",5,"Peak_Dur_5",NA,NA,0,NA
"403S01195","min",5,"Peak_Fre_5",1,1,0,"Wet, 1993"
"403S01195","median",5,"Peak_Fre_5",2,2,0,"Wet, 1992"
"403S01195","max",5,"Peak_Fre_5",3,3,0,"Wet, 2005"
"403S01195","mean",5,"Peak_Fre_5",NA,NA,0,NA
"403S01195","min",5,"Peak_Tim_5",100,100,0,"Wet, 2005"
"403S01195","median",5,"Peak_Tim_5",105,105,0,"Wet, 1993"
"403S01195","max",5,"Peak_Tim_5",137.5,137.5,0,"Wet, 1998"
"403S01195","mean",5,"Peak_Tim_5",NA,NA,0,NA
"403S01195","min",3,"Peak_Dur_10",1,1,0,"Wet, 1995"
"403S01195","median",3,"Peak_Dur_10",1,1,0,"Wet, 1998"
"403S01195","max",3,"Peak_Dur_10",1,1,0,"Wet, 2005"
"403S01195","mean",3,"Peak_Dur_10",NA,NA,0,NA
"403S01195","min",3,"Peak_Fre_10",1,1,0,"Wet, 1995"
"403S01195","median",3,"Peak_Fre_10",1,1,0,"Wet, 1998"
"403S01195","max",3,"Peak_Fre_10",1,1,0,"Wet, 2005"
"403S01195","mean",3,"Peak_Fre_10",NA,NA,0,NA
"403S01195","min",3,"Peak_Tim_10",100,100,0,"Wet, 2005"
"403S01195","median",3,"Peak_Tim_10",101,101,0,"Wet, 1995"
"403S01195","max",3,"Peak_Tim_10",145,145,0,"Wet, 1998"
"403S01195","mean",3,"Peak_Tim_10",NA,NA,0,NA
"403S01195","min",3,"FA_Dur",2,7,-5,"Wet, 2010"
"403S01195","median",3,"FA_Dur",2,7,-5,"Wet, 2010"
"403S01195","max",3,"FA_Dur",2,2,0,"Wet, 2005"
"403S01195","mean",3,"FA_Dur",NA,NA,-1.66666666666667,NA
"403S01195","min",3,"FA_Mag",1181.38008811141,1177.55065390982,3.83,"Wet, 1998"
"403S01195","median",3,"FA_Mag",NA,NA,4.06,NA
"403S01195","max",3,"FA_Mag",267.066295838111,262.684377716506,4.38,"Wet, 2010"
"403S01195","mean",3,"FA_Mag",NA,NA,4.09,NA
"403S01195","min",3,"FA_Tim",13,13,0,"Wet, 2010"
"403S01195","median",3,"FA_Tim",19,19,0,"Wet, 2005"
"403S01195","max",3,"FA_Tim",66,66,0,"Wet, 1998"
"403S01195","mean",3,"FA_Tim",NA,NA,0,NA
"403S01195",NA,23,"Peak_10",5116.0872998,5112.3297164,3.76,NA
"403S01195","min",1,"Peak_2",1076.180708,1075.201,0.98,"NA, NA"
"403S01195","median",1,"Peak_2",NA,NA,0.98,NA
"403S01195","max",1,"Peak_2",1076.180708,1075.201,0.98,"NA, NA"
"403S01195","mean",1,"Peak_2",NA,NA,0.98,NA
"403S01195",NA,23,"Peak_5",1962.0834834,1959.7308752,2.35,NA
"403S01536","min",23,"DS_Dur_WS",116,122,-6,"Wet, 1991"
"403S01536","median",23,"DS_Dur_WS",116,122,-6,"Dry, 1999"
"403S01536","max",23,"DS_Dur_WS",108,104,4,"Dry, 2013"
"403S01536","mean",23,"DS_Dur_WS",NA,NA,-1.82608695652174,NA
"403S01536","min",23,"DS_Mag_50",0.31,0.3,0.01,"Wet, 1991"
"403S01536","median",23,"DS_Mag_50",0.31,0.3,0.01,"Dry, 2012"
"403S01536","max",23,"DS_Mag_50",0.32,0.31,0.01,"Wet, 2010"
"403S01536","mean",23,"DS_Mag_50",NA,NA,0.01,NA
"403S01536","min",23,"DS_Mag_90",0.41,0.4,0.01,"Wet, 1992"
"403S01536","median",23,"DS_Mag_90",0.41,0.4,0.01,"Moderate, 2000"
"403S01536","max",23,"DS_Mag_90",0.51,0.47,0.04,"Wet, 2010"
"403S01536","mean",23,"DS_Mag_90",NA,NA,0.0256521739130435,NA
"403S01536","min",23,"DS_Tim",307,311,-4,"Dry, 2013"
"403S01536","median",23,"DS_Tim",289,291,-2,"Dry, 1999"
"403S01536","max",23,"DS_Tim",319,314,5,"Dry, 2012"
"403S01536","mean",23,"DS_Tim",NA,NA,-0.260869565217391,NA
"403S01536","min",23,"Peak_Dur_10",89,89,0,"Wet, 1991"
"403S01536","median",23,"Peak_Dur_10",89,89,0,"Moderate, 2006"
"403S01536","max",23,"Peak_Dur_10",90,90,0,"Dry, 2012"
"403S01536","mean",23,"Peak_Dur_10",NA,NA,0,NA
