"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"35","SMC00479","SMC00479_40737_BMI_RWB_2","7/13/11",2,0.452731714,0,0.52730343,0.01,0.378159997,0,1.28571428571429,0.00142857142857143,0.0157142857142857,-26.7857142857143,-4,14.25,-6,13.36,0,-34.3,-16.5,0,1.2,-1.5,-0.5,14.1,-11.125,-39.3571428571429,9.855,0,12.5714285714286,30.4285714285714,-0.00928571428571429,-0.133571428571429,-17.8571428571429
"36","SMC00480","SMC00480_39946_BMI_RWB_2","5/13/09",2,1.059491984,0.64,1.097036925,0.69,1.021947043,0.55,0,0,0,0,NA,NA,NA,0,0,-0.1,1.33333333333333,0,0,1,0,0.1,-4.83333333333333,0,0.056,0,11.2,0,0.0025,0.0225,0
"37","SMC00520","SMC00520_41072_BMI_RWB_1","6/12/12",4,0.930797734,0.33,0.973645324,0.44,0.887950144,0.27,-0.333333333333333,-0.038,-0.014,-0.6,0,4.98,-1,3.57,0,-2.27272727272727,0,0,0.181818181818182,0,0,3.31818181818182,0,-0.117647058823529,0.301739130434783,0,-0.173913043478261,0.823529411764706,0.26,-0.962352941176471,-1
"38","SMC00544","SMC00544_40716_BMI_RWB_1","6/22/11",1,1.08409149,0.7,1.184380837,0.83,0.983802143,0.46,7.33333333333333,0.00111111111111111,-0.162222222222222,-6.54545454545455,-9,-0.07,0,0.02,0,-0.7,0,0,0.1,0,0,1.4,0,-6.36363636363636,0.05,0,-0.181818181818182,1,0.00727272727272727,-0.00545454545454546,-1.18181818181818
"39","SMC00608","SMC00608_40721_BMI_RWB_1","6/27/11",1,0.720595219,0.04,0.83374274,0.19,0.607447699,0.01,4.15384615384615,0.337692307692308,1.38692307692308,-15.3125,-15,11.5425,-15.25,75.17,-16,-1.88888888888889,-5.75,0,0.111111111111111,-0.25,-4.25,-0.222222222222222,2,-40.5,2.036875,0,25.1875,30.7142857142857,2.13928571428571,-5.45571428571429,-6
"40","SMC00632","SMC00632_40707_BMI_RWB_2","6/13/11",2,0.549301949,0,0.725270028,0.07,0.373333871,0,2.85714285714286,0.00357142857142857,-0.0107142857142857,-11.6111111111111,7.5,0.135,-20.5,7.58,0,-11.0833333333333,0,0,0.0833333333333333,0,0,-0.375,0,-33.8888888888889,1.36333333333333,0.00333333333333333,22.2777777777778,27.9444444444444,0.0811111111111111,-0.0111111111111111,-5.66666666666667
"41","SMC00684","SMC00684_40721_BMI_RWB_1","6/27/11",1,0.436533265,0,0.444357593,0,0.428708937,0,-25.1,0.001,-0.466,-12.4666666666667,-8.33333333333333,33.1466666666667,-31,96.33,-70,-29.375,-45.3333333333333,5,0.625,0.666666666666667,26.5,5.3125,8,-55.8,-23.3753333333333,0.00133333333333333,43.3333333333333,71.1428571428571,1.36428571428571,4.96357142857143,-24.4285714285714
"42","SMC00710","SMC00710_39952_BMI_RWB_1","5/19/09",1,0.66088512,0.02,0.789535937,0.13,0.532234303,0,-118.5,-0.005,-0.37,41.2,1,104.69,-7,89.25,-24,-356.333333333333,-96,2,4.16666666666667,1,-21.5,139.833333333333,16.6666666666667,-41.75,208.594,0,73.6,91.5,-1.97,-2.3,-35
"43","SMC00748","SMC00748_40715_BMI_RWB_1","6/21/11",1,0.277914767,0,0.234293392,0,0.321536142,0,-12.7777777777778,0.0644444444444444,-1.18666666666667,-3.06666666666667,-14,2.92666666666666,-30,323.34,-21,-35.6666666666667,-20.3333333333333,1,0.222222222222222,1.66666666666667,-4,18.2777777777778,7.83333333333333,-41.9333333333333,55.796,0.0606666666666667,38.8666666666667,46.8461538461538,-1.86230769230769,-1.15,-17.1538461538462
"44","SMC00827","SMC00827_39979_BMI_RWB_1","6/15/09",1,1.024966561,0.56,1.255078406,0.91,0.794854717,0.13,0.0588235294117647,0.0135294117647059,-0.0141176470588235,0.136363636363636,0,4.925,0,3.47,0,0,0,0,0,0,0,0,0,-0.105263157894737,1.17521739130435,0.00105263157894737,0,0.117647058823529,0.0394117647058824,-3.30235294117647,-0.0555555555555556
"45","SMC00873","SMC00873_39952_BMI_RWB_1","5/19/09",1,0.671871653,0.02,0.859490192,0.23,0.484253114,0,-28.5555555555556,0.0211111111111111,0.12,8.92307692307692,2,8.24,-47,47.54,-0.5,-85.5454545454545,-5.25,0,2.18181818181818,-0.75,0,19.0454545454545,-0.625,-41.1538461538462,18.5861538461538,0.0669230769230769,50.0769230769231,69.1538461538462,0.0123076923076923,-3.00230769230769,-19.0769230769231
"46","SMC00899","SMC00899_40736_BMI_RWB_1","7/12/11",1,0.318738524,0,0.338965497,0,0.298511551,0,123.75,-0.2275,-0.21,-67.25,NA,NA,NA,75.26,-121,-310.666666666667,-206,0,2.33333333333333,0.5,-64,78.6666666666667,-33,-121.25,21.3677777777778,0,77.8888888888889,64.6666666666667,-0.146666666666667,-2.64,15
"47","SMC00911","SMC00911_39968_BMI_RWB_1","6/4/09",1,1.009778711,0.52,1.292700876,0.94,0.726856545,0.06,0.142857142857143,0.000714285714285714,0.00142857142857143,-1.27272727272727,0,0.51,0,0.46,0,0,0,0,0,0,0,0,0,-0.0588235294117647,0.0254545454545455,0,0.363636363636364,-0.0666666666666667,0.01,0.044,0.0666666666666667
"48","SMC00924","SMC00924_41072_BMI_RWB_1","6/12/12",4,0.80979286,0.12,0.784739638,0.13,0.834846081,0.18,4.78947368421053,0.0242105263157895,0.0273684210526316,-0.842105263157895,-3.5,0.305,0,2.14,0,-112.7,-112,0,2.2,1.75,0,4.15,18.625,-26.5263157894737,0.218421052631579,-0.0173684210526316,25.6842105263158,21.7894736842105,0.272631578947368,0.605263157894737,3.89473684210526
"49","SMC00957","SMC00957_40350_BMI_RWB_1","6/21/10",1,0.773190704,0.08,0.925608641,0.35,0.620772767,0.02,60.25,-0.075,-0.0325,-5,-5,317.69,0,114.99,0.333333333333333,-324.3,0,0.333333333333333,1.3,0.25,-4.66666666666667,114.15,-3.5,37.2857142857143,73.3966666666667,-0.0757142857142857,45,22.1428571428571,-0.0657142857142857,-0.248571428571429,-13.1428571428571
"50","SMC00958","SMC00958_40743_BMI_RWB_1","7/19/11",1,0.253333106,0,0.218268008,0,0.288398205,0,-22.3,0.003,0.243,-19,NA,NA,NA,80.14,0,-32.2222222222222,-11,0,0.444444444444444,-0.5,0,-6.05555555555556,-10.75,-54,33.7192857142857,0.00785714285714286,35,68.7142857142857,-0.0235714285714286,-1.39857142857143,-33.7142857142857
"51","SMC01040","SMC01040_39973_BMI_RWB_1","6/9/09",1,1.198422928,0.89,1.314497154,0.95,1.082348702,0.68,1.07692307692308,-0.00615384615384615,0.00307692307692308,-0.6,-0.5,-0.215,-1,-0.06,-0.5,0.1,0,0,0,0,0,-0.1,0,-0.1,0.0857894736842105,0,-0.105263157894737,-0.916666666666667,0.311666666666667,0.03,0.625
"52","SMC01046","SMC01046_39954_BMI_RWB_1","5/21/09",1,0.651900132,0.01,0.797682095,0.14,0.506118169,0,-12.2608695652174,-0.149565217391304,0.131739130434783,1.8695652173913,-0.222222222222222,4.77666666666667,-10.7777777777778,84.07,-7,-30.375,-8.33333333333333,-1,1.125,0.666666666666667,0,-11.5,7.66666666666667,-13.6363636363636,30.4008695652174,0.0418181818181818,15.7272727272727,25.6363636363636,1.88318181818182,0.544545454545455,-10.3478260869565
"53","SMC01096","SMC01096_40336_BMI_RWB_1","6/7/10",1,0.58731115,0.01,0.706004476,0.06,0.468617825,0,0,-0.028,0.00133333333333333,-0.952380952380952,0,5.75,-1,3.54,0,-2.54545454545455,0.2,0,0.181818181818182,0,0,3.81818181818182,0,-0.684210526315789,0.631304347826087,0,-0.217391304347826,0.352941176470588,0.314705882352941,-0.185294117647059,-0.470588235294118
"54","SMC01155","SMC01155_39945_BMI_RWB_1","5/12/09",1,1.007788071,0.52,1.23785983,0.89,0.777716312,0.11,-1.83333333333333,0.0358333333333333,0.0325,0.823529411764706,0,0.01,-1,-0.01,0,0,0,0,0,0,0,-0.0833333333333333,0,-3.3125,1.01647058823529,0,13.8823529411765,4.5,0.3575,0.124375,-2.0625
"55","SMC01161","SMC01161_40325_BMI_RWB_1","5/27/10",1,1.001322822,0.5,1.29238977,0.94,0.710255874,0.05,5,0.02625,0.04625,-10,NA,NA,NA,2.86,0,-19.1666666666667,0,0,0.333333333333333,0,0,11.2916666666667,0,2.54545454545455,3.32714285714286,0.000909090909090909,42.1904761904762,4.36363636363636,-0.00727272727272727,0.00545454545454546,-4.72727272727273
"56","SMC01172","SMC01172_39988_BMI_RWB_2","6/24/09",2,0.740059326,0.05,0.765754015,0.11,0.714364636,0.06,8.39130434782609,0.00260869565217391,0.229130434782609,-12.4782608695652,NA,NA,NA,0.01,0,-15.75,-0.2,0,0.666666666666667,0,0,8.70833333333333,0,-10.695652173913,0.420434782608696,-0.300869565217391,-1.78260869565217,2.47826086956522,0.266086956521739,0.331739130434783,-4.26086956521739
"57","SMC01196","SMC01196_40373_BMI_RWB_1","7/14/10",1,0.774740666,0.08,0.849111102,0.21,0.70037023,0.05,NA,NA,NA,-0.333333333333333,NA,NA,NA,0,-1,0.3,-0.25,0,0,0,0,-0.2,0,-0.5,0.144285714285714,0,0,-4.5,0,0.0325,4.5
"58","SMC01208","SMC01208_40337_BMI_RWB_1","6/8/10",1,0.48967418,0,0.516031075,0.01,0.463317285,0,-27.1875,0.334375,1.2525,-8.25,5,148.74,-34.75,846.09,0,-10.0909090909091,0,0,0.636363636363636,0,0,1.54545454545455,0,-53.6315789473684,204.846,0.00105263157894737,50.3,65.0526315789474,-1.07052631578947,-25.4221052631579,-25.1578947368421
"59","SMC01215","SMC01215_40737_BMI_RWB_1","7/13/11",1,0.851367778,0.18,1.048584436,0.6,0.65415112,0.03,-20,4.09125,-8.05125,13.1904761904762,1,622.155,0,462.83,0,0,0,0,0,0,0,0,0,7.41176470588235,241.412857142857,-2.0488232230057e-19,28.1428571428571,1.64705882352941,14.3311764705882,-4.38411764705882,-1.64705882352941
"60","SMC01248","SMC01248_40750_BMI_RWB_1","7/26/11",1,1.071042685,0.67,1.202956752,0.86,0.939128619,0.37,0,-0.00166666666666667,-0.00166666666666667,0,NA,NA,NA,0.75,0,-93.3,0,0,0.7,0,0,41.8,0,-0.5,0.38875,0,10.625,0.4,-0.002,0.216,0
"61","SMC01257","SMC01257_40710_BMI_RWB_1","6/16/11",1,0.682498654,0.02,0.878579603,0.26,0.486417705,0,-27.2857142857143,0.01,0.11,-1.16666666666667,-5,8.4,-47,47.07,-0.333333333333333,-75.5454545454545,-3.5,-0.333333333333333,2.27272727272727,-0.5,12.3333333333333,21.6363636363636,1.75,-50.4166666666667,17.4725,0,49.25,61.6363636363636,-0.0127272727272727,-3.36181818181818,-19.0909090909091
"62","SMC01260","SMC01260_41106_BMI_RWB_1","7/16/12",1,0.522869031,0,0.622019238,0.02,0.423718824,0,14.8461538461538,-9.75384615384615,-11.3246153846154,-36.0555555555556,1.66666666666667,-107.213333333333,-30.3333333333333,879.39,-0.5,-1.3,0,0,0.1,0,0,-3.55,0,-6.42857142857143,749.709473684211,-0.0285714285714286,59.1578947368421,23.8571428571429,-6.79785714285714,-42.0442857142857,-7.57142857142857
"63","SMC01320","SMC01320_40336_BMI_RWB_1","6/7/10",1,0.601658146,0.01,0.772235524,0.12,0.431080768,0,-0.75,-0.0241666666666667,-0.0225,-0.666666666666667,1,2.72,0,0.28,-0.5,0,-1.5,0,0,0.25,-0.25,-0.15,15.875,2.66666666666667,0.807368421052632,0,-2.33333333333333,-2.30769230769231,-0.110769230769231,-0.0238461538461539,-0.75
"64","SMC01341","SMC01341_39986_BMI_RWB_1","6/22/09",1,0.348940083,0,0.336635123,0,0.361245042,0,NA,NA,NA,83,NA,NA,NA,3013.98,NA,-254,-1,NA,6,-1,NA,44,17.5,NA,NA,NA,NA,NA,NA,NA,-2
"65","SMC01358","SMC01358_40715_BMI_RWB_1","6/21/11",1,0.396114756,0,0.513906759,0.01,0.278322752,0,-1.71428571428571,0.00285714285714286,-0.0957142857142857,-29.75,NA,NA,NA,15.32,0,-40,-16,0,2.14285714285714,-2.5,0,5.92857142857143,-24.75,-78.1666666666667,5.6075,0,48.4166666666667,84.25,-0.0475,-0.37,-35.8333333333333
"66","SMC01413","SMC01413_41102_BMI_RWB_1","7/12/12",3,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","SMC01424","SMC01424_39995_BMI_RWB_1","7/1/09",1,0.850777633,0.18,0.801513325,0.15,0.900041941,0.29,0,-0.0125,-0.0125,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0.4,0.550588235294118,0,-1.94117647058824,-0.4,-0.008,0.55,0
"68","SMC01452","SMC01452_40374_BMI_RWB_1","7/15/10",1,0.391205247,0,0.439246769,0,0.343163724,0,NA,NA,NA,-8.33333333333333,NA,NA,NA,7.74,-56.5,-50.4285714285714,-65,4.5,1.57142857142857,3.5,7,13.2142857142857,2.5,-52,-0.996666666666666,0.0266666666666667,43.6666666666667,71.6,0.338,0.778,-17.8
"69","SMC01454","SMC01454_41106_BMI_RWB_2","7/16/12",2,0.694017063,0.03,0.810956433,0.16,0.577077692,0.01,-8.8,0.009,-0.072,-5.71428571428571,-9,-8.77666666666667,-30.6666666666667,56.71,-0.5,-39.5,0.25,-0.5,0.625,0.25,0.5,11.9375,-7.625,-49.8571428571429,-0.507142857142856,0.00142857142857143,44.1428571428571,57.3571428571429,-0.172142857142857,0.0607142857142857,-13.2142857142857
"70","SMC01504","SMC01504_40722_BMI_RWB_1","6/28/11",1,0.904233718,0.28,0.90734173,0.31,0.901125706,0.29,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","SMC01544","SMC01544_40373_BMI_RWB_1","7/14/10",1,0.799508611,0.11,0.900984067,0.3,0.698033155,0.05,-0.833333333333333,-0.0216666666666667,-0.0158333333333333,-0.0666666666666667,1,2.75,0,0.29,-1.5,-0.7,-1.75,0,0,-0.5,0,-0.05,-13.625,1.83333333333333,0.583157894736842,0,-1.27777777777778,-0.692307692307692,-0.693846153846154,-0.589230769230769,-0.875
