"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"51","403WE0891","403WE0891_06142001_BMI_CSBP_Trans_1","6/14/01",1.01843666,1.04262542,1.03053104,34.65926,-119.14255,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","403WE0905","403WE0905_07222008_BMI_RWB_1","7/22/08",1.17759043,1.12138198,1.14948621,34.55734,-119.24876,0,-0.05,-0.05,0,-5,4.29,0,2.9,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.03,-0.03,0
"53","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,-6,0.01,0.01,-2,0,0.22,0,0,-87,0,0,0,0,0,18.5,0,0,-2,0,-0.03,0,0,0.01,1.5,-8
"54","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,-63,0,0.36,-53,NA,NA,NA,0.04,0,-16.5,0,0,0,0,0,13.75,0,-2,0.2,-0.8,0,-2,-0.23,-0.7,-33
"55","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,-9,0,-0.32,-53,NA,NA,NA,0.83,-1,-29,0,0,0,0,-8,14.25,0,-58,0.23,-0.8,-9,27,-0.23,-0.7,-5
"56","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,-29,0,0.09,-53,NA,NA,NA,0.06,0,-24,0,0,0,0,0,12,0,-59,0.06,-0.76,0,-25,-0.23,-0.7,-33
"57","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,-6,0.01,0.01,-2,NA,NA,NA,0,-87,0,0,0,0,0,21,0,0,27,0,-0.03,-29,-29,-1.09,1.5,-1
"58","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,-90,0,-0.35,-53,NA,NA,NA,0.43,0,-27,0,0,0,0,0,11.5,0,-3,0.23,-0.8,-2,-7,-0.23,-1.66,-33
"59","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,-1,0,-0.32,-53,NA,NA,NA,0.22,0,-24.5,0,0,0,0,0,11.5,0,-60,0.09,-0.79,0,-3,0.18,-0.7,-5
"60","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,-7,0,-0.27,-53,NA,NA,NA,0.73,0,-28,0,0,0,0,0,14.5,0,-57,0.41,-0.8,-2,-4,-0.23,-0.7,-31
"61","404CE0316","404CE0316_07242007_BMI_RWB_1","7/24/07",0.42953167,0.33288402,0.38120784,33.99722,-118.4025,-46.5,0.69,1.305,-88,-2,500.98,-27,1844.03,-6.5,-82,-22.5,-0.5,-1,-0.5,-6,28,0.25,-50,644.62,0,43.5,0,0.93,-18.22,-28.5
"62","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,-25,0,0.07,-50,NA,NA,NA,59.2,-2,-27.5,-47,0,0,0,0,7.5,21.5,-82,18.84,-0.28,21,29,0.32,0.2,-63
"63","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,-95,0,-0.31,-52,NA,NA,NA,31.66,0,-30.5,-6,0,0,0,0,13.25,0.5,-80,2.29,-0.77,-2,33,0.18,0.2,-54
"64","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,-28,0,-0.32,-3,NA,NA,NA,3.75,-1,-29,-31,-1,0,0,0,17.5,11,-16,-1.92,-0.47,25.5,39,-0.15,-0.69,-21
"65","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,-27,0,0.05,-1,NA,NA,NA,1.89,-1,-28,-35,0,0,0,0,20.25,11,-57,-2.23,-0.64,-1,-7,-0.23,0.2,-31
"66","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,-16,0,0.12,-53,NA,NA,NA,8.77,0,-26.5,0,0,0.5,0,0,25.25,0,-74,0.38,-0.35,-2,32,0.43,-0.7,-34
"67","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,-17,0,-0.34,-26,NA,NA,NA,34.87,-1,-58,-50,0,1.5,-1,0,9.75,20.5,-19,-8.79,-0.25,21,27,0.18,-0.44,-17.5
"68","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,37.5,0.06,-0.76,-93,NA,NA,NA,53.29,-1,-30,-31,-1,0,-1,0,-24.75,-3,-55,15.14,-0.02,-45,3,0,0.785,9.5
"69","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,-22,0,0.13,-8,NA,NA,NA,9.18,0,-32,0,0,0,0,0,38.25,0,-60,-20.38,-0.28,-2,31,-0.15,-0.14,-38
"70","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,-32,0,0.33,-14,NA,NA,NA,32.39,0,-33,-1,0,0.5,-1,0,25.5,15.5,-60,5.12,-0.025,-2,39,0.27,-0.7,-14
"71","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,-99,0,0.37,-72,NA,NA,NA,33.78,0,-30,-22.5,0,0,-1,0,13.25,5.75,-26,2.42,-0.59,9,23,-0.23,-0.08,-6
"72","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,-6,0,0.19,-66,NA,NA,NA,16.55,0,-32,0,0,0,0,-1,21.25,0,-21,0.27,-0.41,-8,1,0.18,-0.68,-12
"73","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,-16,0.03,0.45,-33,7,15.275,-19.5,73.59,-7.5,-52,-37.5,-0.5,0,0,-18.75,7.25,19.25,-31,18.35,0,32,57,0.01,4.09,-26
"74","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,-90,0,-0.35,-43,NA,NA,NA,31.73,0,-30.5,-9,0,0,0,0,13.25,0,-21,1.51,-0.63,-2,33,0.18,0.2,-46
"75","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,-74,0,0.14,-64,NA,NA,NA,14.51,0,-31,0,0,0,0,-1,17.75,0,-74,0.58,-0.57,-2,1,0.18,-0.69,-13
"76","404S22464","404S22464_05192009_BMI_RWB_1","5/19/09",0.62048115,0.50348232,0.56198173,34.12676,-118.70685,-13,0,0.22,-71,NA,NA,NA,28.4,0,-31,-1,0,0,0,0,20,0,-9,-5.98,-0.45,-1,31,-0.15,-0.68,-54
"77","404S25668","404S25668_06232010_BMI_RWB_1","6/23/10",0.45160413,0.66033222,0.55596817,34.12139,-118.70914,-92,0,0.25,-71,NA,NA,NA,28.57,0,-32,-1,0,0,-1,0,9.25,0,-18,0.64,-0.46,-1,33,-0.19,-0.69,-10
"78","404S26868","404S26868_06262012_BMI_RWB_1","6/26/12",0.75093391,0.71165834,0.73129612,34.09675,-118.71737,-11,0,0.31,-67,NA,NA,NA,34.04,0,-34,-1,0,0,0,-21,1.25,0,-76,1.47,-0.74,0,26,0.09,-0.65,-15
"79","404S28068","404S28068_06202012_BMI_RWB_1","6/20/12",0.65591767,0.56609057,0.61100412,34.13936,-118.70366,-9,0,0.22,-61,NA,NA,NA,16.75,0,-32,0,0,0,0,-1,21.25,0,-19,0.27,-0.4,-8,2,0.18,-0.68,-13
"80","404S28270","404S28270_06182012_BMI_RWB_1","6/18/12",0.61848048,0.51923379,0.56885714,34.13663,-118.75725,-27,0.015,0.12,-4,7,14.05,-19,60.17,-7,-64,-36,-0.5,2,0,-18.75,-6.5,19.75,-34.5,2.955,0,35.5,71.5,0,0.23,-17
"81","404S32468","404S32468_06262012_BMI_RWB_1","6/26/12",0.76755326,0.5275603,0.64755678,34.0999,-118.72304,-99,0,-2.07,-72,NA,NA,NA,183.33,0,-44,-1,0,0,0,-1,20.5,0,-22,36.26,-0.42,21,46,-2.97,-0.7,-29
"82","404S34120","404S34120_06212012_BMI_RWB_1","6/21/12",0.74064526,0.43919335,0.5899193,34.16558,-118.78918,5,0,-0.01,-7.5,NA,NA,NA,11.59,-4,-222,-35.5,0,0,-2,-7.5,8,11.5,-50,2.29,0,39.5,61.5,0,0.285,-13
"83","404S35270","404S35270_06202012_BMI_RWB_1","6/20/12",0.90200056,0.6416907,0.77184563,34.13325,-118.70656,-12,0,0.21,0,NA,NA,NA,26.17,0,-31,-1,0,0,0,-22.5,10.5,0,-77,0.52,-0.34,-1,31,-0.15,-0.7,-15
"84","404S45622","404S45622_06032013_BMI_RWB_1","6/3/13",1.14528188,0.85645776,1.00086982,34.06149,-118.58534,-20,0,0.13,-53,NA,NA,NA,8.88,0,-26.5,0,0,0.5,0,0,25.25,0,-56,0.36,-0.34,-1,32,0.09,0.02,-33
"85","405CE0280","405CE0280_07022018_BMI_RWB_1","7/2/18",1.14791261,0.65157175,0.89974218,34.23041,-117.74981,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","405PS0030","405PS0030_07082015_BMI_RWB_1","7/8/15",1.06476871,0.6488247,0.8567967,34.23487,-117.80523,0,-0.025,-0.03,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.62,0,0,0,0.005,-0.095,0
"87","405WE0777","405WE0777_06202001_BMI_CSBP_Trans_1","6/20/01",1.22327116,1.14574154,1.18450635,34.25461,-118.08523,-8,0,0.01,2,-1,0.18,0,0.24,0,-118.5,-109,0,0.5,0.5,0,41.5,41.5,-25,0.05,0,0,-7,0,0.2,-4
"88","407CE0092","407CE0092_04272004_BMI_RWB_1","4/27/04",0.38989811,0.25195626,0.32092719,34.27931,-119.22089,-53,0,0.2,-16,NA,NA,NA,0.14,-33,-141,-17,0,5.5,0,10.75,78.25,37.5,-38,0.11,-0.26,64,81,-0.1,0.04,-19
"89","407CE0220","407CE0220_05032006_BMI_RWB_1","5/3/06",0.44813332,0.42538158,0.43675745,34.28729,-119.21586,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,-1,0,0,0
"90","407CE0668","407CE0668_05222007_BMI_RWB_1","5/22/07",0.42151147,0.26984725,0.34567936,34.28231,-119.21909,-53,0,0.2,-16,NA,NA,NA,0.14,-33,-141,-17,0,5.5,0,10.75,78.25,37.5,-38,0.11,-0.26,64,81,-0.1,0.04,-19
"91","408BA0660","408BA0660_04272017_BMI_RWB_1","4/27/17",0.6407612,0.44047644,0.54061882,34.26784,-118.93781,154.5,-0.135,-0.105,-123.5,NA,NA,NA,266.53,-212,-364,-224,2,1.5,3,0,121.75,18.5,-79,100.1,0,162,-40,1.07,7.18,20
"92","408BA0836","408BA0836_06042014_BMI_RWB_MCM_1","6/4/14",0.49921918,0.55818325,0.52870122,34.19071,-119.0051,166.5,-0.3,-0.68,-110.5,NA,NA,NA,315.21,-214,-363,-218,0,1,2,43,118.75,0,-52.5,128.74,0,162,-55.5,-0.325,1.175,25
"93","408BA0916","408BA0916_05082008_BMI_RWB_1","5/8/08",0.98677149,0.58187625,0.78432387,34.23266,-118.95311,162,-0.28,-0.23,-123.5,NA,NA,NA,179.77,-208,-364,-220,3,0,4,18,114,-6,-57.5,222.58,0,162,-52.5,-0.34,1.92,-21
"94","408CAL012","408CAL012_10302001_BMI_CSBP_Trans_1","10/30/01",0.73202817,0.5622054,0.64711679,34.27242,-118.78131,56,-0.02,-0.005,-177,NA,NA,NA,121.73,-0.5,-17,0,0,0,0,0,29.5,0,0,37.23,-0.03,41,23,-0.14,-0.27,-13
"95","408PS0032","408PS0032_05212008_BMI_RWB_MCM_1","5/21/08",0.68520605,0.56951694,0.6273615,34.1688,-119.05743,172,-0.57,-0.32,-123,NA,NA,NA,485.1,-214,-363,-222,1,0.5,3,22,121.75,15,-80,312.44,0,154,-42.5,9.485,13.96,24.5
"96","408WE0547","408WE0547_07122000_BMI_CSBP_Trans_1","7/12/00",0.57194799,0.52345272,0.54770035,34.19094,-119.0859,NA,NA,NA,-95,NA,NA,NA,1,-262,-357,-260,2,2,4,-1,-11.5,-1,-212,0,0,43,46,0,1.04,-3
"97","408WE0654","408WE0654_06132001_BMI_CSBP_Trans_1","6/13/01",0.57245645,0.51648834,0.5444724,34.16522,-119.09069,NA,NA,NA,-51,NA,NA,NA,3.9,-261,-199,-142.5,3,2,4,21.5,91,-13,-104.5,17.325,0,0,12.5,0,0,-21
"98","408WE1039","408WE1039_05072002_BMI_RWB_1","5/7/02",0.266129,0.24113287,0.25363094,34.14743,-119.087,1,0.1,0,-39,1,0.04,2,0.02,0.5,-2,0,0,0,-1,0,0,-1,-40,0,0,-1,-1,0,1.45,-2
"99","410CE0284","410CE0284_05042006_BMI_RWB_1","5/4/06",0.58420235,0.29408839,0.43914537,34.14944,-119.19111,-30.5,-0.275,-0.39,29.5,1,-73.62,-21,113.12,-1,-4,-2,0,0,-1,0,-0.5,-2,-3,47.35,-0.06,29,59.5,-0.195,-0.425,-32.5
