"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"11","315GAVGSP","315GAVGSP_05232001_BMI_CSBP_Trans_1","5/23/01",0.61621207,0.61676591,0.61648899,34.47395,-120.22866,NA,NA,NA,0,NA,NA,NA,0,0,0,-346,0,0,5,0,0,175,0,1.9,0,180,3,0,4.41,1
"12","315MIU","315MIU_04282008_BMI_RWB_1","4/28/08",1.11250293,0.90820362,1.01035327,34.44673,-119.70745,0,0,0,0,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0,0,9.6,0,120,2,0.15,0.21,0
"13","402BA0079","402BA0079_05282008_BMI_RWB_1","5/28/08",0.84225358,0.76776221,0.8050079,34.41183,-119.27418,182,0.31,0.65,156,NA,NA,NA,31.83,0,0,0,0,4,0,0,47,0,116,42.48,0,218,41,0.19,5.16,0
"14","402BA0095","402BA0095_05292008_BMI_RWB_1","5/29/08",1.32741831,1.10448302,1.21595066,34.46328,-119.34566,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.9,11
"15","402BA0143","402BA0143_05212008_BMI_RWB_1","5/21/08",0.75197227,0.58339355,0.66768291,34.36483,-119.31057,13,0.41,1.58,159,0,-207.79,-42,50.54,0,0,0,0,0,0,0,0,0,147,143.21,0,199,42,2.3,12.54,1
"16","402BA0287","402BA0287_06092008_BMI_RWB_1","6/9/08",1.06228056,1.01762477,1.03995266,34.50284,-119.36644,0,0.06,0.02,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.38,0,17,10,0.27,0.31,0
"17","402BA0335","402BA0335_05272008_BMI_RWB_1","5/27/08",0.97330032,0.72707352,0.85018692,34.37965,-119.30751,37,1.46,4.69,157,0,118.29,0,17.72,0,1,0,0,1,0,0,33.5,0,97,67.72,0.04,197,101,3.39,11.75,1
"18","402WE0536","402WE0536_06142000_BMI_CSBP_Trans_1","6/14/00",1.2958773,1.01388147,1.15487938,34.5196,-119.40537,0,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0.19,0,0,0,0.02,0.01,0
"19","402WE0803","402WE0803_06122001_BMI_CSBP_Trans_1","6/12/01",0.89504086,0.92623915,0.91064,34.42131,-119.3806,12,0,0.04,1,-31,0.16,0,-0.01,0,1,0,0,0,0,0,0,0,0,0.05,0,0,0,4.57,11.77,12
"20","403BA0015","403BA0015_05192008_BMI_RWB_1","5/19/08",1.02851554,0.98517561,1.00684557,34.5312,-119.18421,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"21","403BA0027","403BA0027_06182014_BMI_RWB_MCM_1","6/18/14",0.95929163,0.90659145,0.93294154,34.66254,-119.05249,0,0,0,0,NA,NA,NA,0,0,2,0,0,1,0,0,41,0,1,1.23,0.01,0,0,0.05,0.01,0
"22","403BA0171","403BA0171_05192008_BMI_RWB_1","5/19/08",1.00797511,1.07762104,1.04279807,34.58516,-119.28363,49,0.04,0.06,2,2,0.12,0,-0.02,0,0,0,0,0,0,0,0,0,1,3.61,0,43,1,1.98,0.14,0
"23","403BA0960","403BA0960_05212008_BMI_RWB_1","5/21/08",1.21564701,1.15631671,1.18598186,34.59078,-118.4617,29,0,0.9,39,NA,NA,NA,0.02,0,1,0,0,2,0,0,53,0,39,0.04,0.11,74,48,0.9,2.6,27
"24","403CE0188","403CE0188_05262016_BMI_RWB_1","5/26/16",0.97277465,0.87005079,0.92141272,34.35646,-119.04752,29,0.33,2.38,87,2,10.62,0,10.99,0,0,0,0,0,0,0,0,0,0,12.45,0.04,205,6,1.22,3.07,0
"25","403S00640","403S00640_06112009_BMI_RWB_1","6/11/09",0.83594331,0.9697914,0.90286736,34.60115,-118.558,13,0.04,0.13,17,-1,1.89,-8,2.02,0,0,0,0,1,0,0,2,0,2,2.51,0,169,82,1.38,7.91,1
"26","403S00831","403S00831_06102010_BMI_RWB_1","6/10/10",0.50063777,0.49407019,0.49735398,34.43048,-118.8318,0,0,0,0,NA,NA,NA,0.08,0,0,0,0,3,0,0,91,0,0,0.05,0,0,0,0,0,0
"27","403S00875","403S00875_06242010_BMI_RWB_1","6/24/10",0.81519658,0.75985826,0.78752742,34.55668,-119.30629,1,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28","403S01195","403S01195_06102009_BMI_RWB_1","6/10/09",0.84471377,0.81192753,0.82832065,34.55903,-119.2678,0,0.12,1.12,0,0,4.38,0,0.98,0,1,0,0,1,0,0,18.5,0,0,5.33,0,0,0,0.14,0.35,0
"29","403S01536","403S01536_07122011_BMI_RWB_1","7/12/11",1.14601236,0.81793441,0.98197339,34.56909,-118.39212,4,0.01,0.04,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,34,0,-0.01,-29,-21,0.01,1.5,0
"30","403S01707","403S01707_06072010_BMI_RWB_1","6/7/10",0.80468203,0.6366526,0.72066732,34.59835,-119.34799,1,0.15,0.03,3,NA,NA,NA,0.57,0,0,0,0,0,0,0,0,0,3,1.88,0,8,15,0.22,0.03,0
"31","403S01728","403S01728_07132011_BMI_RWB_1","7/13/11",1.33194284,1.18519979,1.25857131,34.5749,-118.46002,43,0.16,0.36,7,NA,NA,NA,1.7,-119,-115,-118,0,3,1,42,59,53,7,3.35,0.08,83,82,1.51,1.6,28
"32","403S02363","403S02363_06162011_BMI_RWB_1","6/16/11",1.12084272,1.03018274,1.07551273,34.55885,-119.15456,1,0.19,0.15,8,0,6.04,0,4.04,0,0,0,0,0,0,0,0,0,0,6.87,0,0,1,0.23,1.18,0
"33","403S03643","403S03643_06242010_BMI_RWB_1","6/24/10",0.98566524,1.03553065,1.01059794,34.56213,-119.12891,1,0.2,0.15,8,0,6.13,0,3.99,0,0,0,0,0,0,0,0,0,0,6.88,0,0,0,0.23,1.1,0
"34","403S05291","403S05291_06072010_BMI_RWB_1","6/7/10",1.27320413,0.96709257,1.12014835,34.56397,-119.26305,0,0.1,0.16,1,0,4.11,0,2.69,0,0,0,0,0,0,0,0,0,1,5.18,0,0,1,0.13,0.35,0
"35","403S06139","403S06139_06272012_BMI_RWB_1","6/27/12",0.42262585,0.59795477,0.51029031,34.55464,-119.2405,5,0.13,1.26,5,1,4.38,0,2.95,0,0,0,0,0,0,0,0,0,0,5.66,0.01,0,0,0.14,2.05,5
"36","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,166,0.05,0.1,1,NA,NA,NA,0.37,0,0,0,0,0,0,0,0,0,1,1.59,0.19,17,1,0.48,0.73,0
"37","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,1,1.04,1.72,78,1,12.1,-1,3.9,0,0,0,0,0,0,0,0,0,1,19.25,0,143,14,2.5,12.38,0
"38","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,2,0.13,0.11,7,0,5.46,0,3.57,0,0,0,0,0,0,0,0,0,1,6.55,0.02,0,1,0.22,1.34,2
"39","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,33,1.01,4.52,74,2,47.92,0,22.53,0,0,0,0,0,0,0,0,0,2,16.76,0,47,2,5.96,10.23,1
"40","403STC009","403STC009_02052003_BMI_CSBP_Trans_1","2/5/03",0.94767171,1.09717344,1.02242257,34.53833,-118.75889,35,1,3.37,74,2,48.18,0,23,0,0,0,0,0,0,0,0,0,1,16.84,0,47,2,5.76,10.18,0
"41","403STC070","403STC070_02052003_BMI_CSBP_Trans_1","2/5/03",1.25138738,0.98502314,1.11820526,34.56667,-119.26278,1,0.09,0.03,1,1,3.73,0,0.67,0,0,0,0,0,0,0,0,0,1,5.23,0.01,0,0,0.15,1.52,0
"42","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,15,0.65,2.13,79,1,12.77,0,3.69,0,1,0,0,0,0,0,0,0,0,11.64,0,143,1,1.64,5.34,1
"44","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"45","403WE0558","403WE0558_06282000_BMI_CSBP_Trans_1","6/28/00",0.98862444,0.98461951,0.98662198,34.49347,-118.45703,42,0.16,0.36,7,-1,2.15,-1,2.49,-109,-104,-109,0,4,1,49,58,49,7,4.28,0.05,83,80,2.66,1.6,27
"46","403WE0560","403WE0560_07132000_BMI_CSBP_Trans_1","7/13/00",1.07840364,0.92513686,1.00177025,34.55841,-119.14079,2,0.2,0.15,7,0,6.09,0,4.06,0,0,0,0,0,0,0,0,0,0,6.86,0.01,0,0,0.23,1.14,2
"47","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,4,0.01,0.04,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,34,0,-0.01,-29,-21,0.01,1.5,0
"48","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,0,0,0,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.02,0.04,0
"49","403WE0795","403WE0795_06062001_BMI_CSBP_Trans_1","6/6/01",1.07397954,1.09503013,1.08450483,34.6408,-119.08094,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,5,0.05,0.01,0
"50","403WE0809","403WE0809_06052001_BMI_CSBP_Trans_1","6/5/01",1.19558537,1.2850019,1.24029364,34.5515,-119.20811,1,0.01,0.01,0,0,0.18,0,0.08,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.01,0.53,1
"51","403WE0891","403WE0891_06142001_BMI_CSBP_Trans_1","6/14/01",1.01843666,1.04262542,1.03053104,34.65926,-119.14255,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"52","403WE0905","403WE0905_07222008_BMI_RWB_1","7/22/08",1.17759043,1.12138198,1.14948621,34.55734,-119.24876,1,0.13,0.94,0,0,4.57,0,2.9,0,0,0,0,0,0,0,0,0,0,5.57,0,0,0,0.14,0.36,1
"53","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,4,0.01,1.5,5,0,0.22,0,0,-31,2,2,1,1,1,22,0,0,32,1.25,0,0,18,1.5,1.5,3
"54","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,58,0.01,0.43,59,NA,NA,NA,0.04,0,3,0,0,3,0,0,22,0,57,1.26,0.01,10,43,0.48,1.1,5
"55","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,58,0.01,0.69,58,NA,NA,NA,0.83,0,-5,0,1,1,0,0,27,0,61,8,0.01,30,40,0.66,1.29,5
"56","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,58,0.02,0.46,59,NA,NA,NA,0.06,0,1,0,0,2,0,0,26,0,59,1.38,0,9,39,0.47,1.1,5
"57","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,4,0.01,0.04,5,NA,NA,NA,0,-84,0,0,0,0,0,38,0,0,34,1.46,-0.01,-8,-8,0.01,1.5,0
"58","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,58,0.02,0.46,59,NA,NA,NA,0.43,0,2,0,0,2,0,0,26,0,62,1.74,0.01,9,39,0.83,1.1,5
"59","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,58,0.02,0.46,59,NA,NA,NA,0.22,0,2,0,0,2,0,0,26,0,57,0.89,0,10,40,2.56,1.1,5
"60","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,57,0.02,0.71,59,NA,NA,NA,0.73,0,-3,0,0,2,0,0,47,0,62,4.06,0.01,27,40,1.04,1.1,5
"61","404CE0316","404CE0316_07242007_BMI_RWB_1","7/24/07",0.42953167,0.33288402,0.38120784,33.99722,-118.4025,64,20.31,67.64,47,-1,1163.83,-11,1844.03,-6,0,-14,0,6,0,0,50.5,24,21,22654.92,0.36,102,157,14.03,32.55,-1
"62","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,29,0.02,0.71,87,NA,NA,NA,59.2,-1,-24,-27,0,4,2,0,26.5,47,85,135.67,0.16,69,132,0.49,5.57,13
"63","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,64,0.04,1.47,93,NA,NA,NA,31.66,0,-26,0,0,4,1,0,96,17.5,93,73.42,0.16,64,93,1.6,2.94,6
"64","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,7,0.02,0.71,56,NA,NA,NA,3.75,0,-18,-27,0,3,2,7.5,26.5,61.5,33,2.96,0.16,64,96,0.46,0.65,5
"65","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,53,0,0.71,58,NA,NA,NA,1.89,0,-12,-25,0,3,2,0,47,47,61,7.16,0,29,55,2.73,1.42,6
"66","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,59,0.26,3.28,65,NA,NA,NA,8.77,0,-12,0,0,4,0,0,55,0,45,34.89,0.1,67,83,1.98,3.45,2
"67","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,60,0.02,0.71,83,NA,NA,NA,34.87,0,-24,-27,0,5,1,0,25,61.5,81,100.13,0.16,64,119,0.49,2.61,12
"68","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,130,0.06,1.01,85,NA,NA,NA,53.29,0,-27,-30,0,3,0,23,-4,19,85,123.44,0.17,71,74,1,0.8,38
"69","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,52,0.72,5.67,58,NA,NA,NA,9.18,0,-9,0,0,4,1,0,77,20.5,23,35.43,0.12,64,79,2.2,8.65,4
"70","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,58,0.76,9.9,93,NA,NA,NA,32.39,0,-27,-1,0,6,1,0,58,22.5,70,117.93,0.49,75,128,2.2,6.17,4
"71","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,67,0.04,0.72,47,NA,NA,NA,33.78,0,-26,-13,0,4,3,0,96,18.5,47,75.43,0.16,64,94,1.6,2.87,7
"72","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,57,0.02,2.73,51,NA,NA,NA,16.55,1,-24,0,0,5,0,0,40.5,0,51,12.12,0.16,64,93,0.49,1.97,5
"73","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,-5,0.28,3.36,31,18,35.5,-12,73.59,-4,-7,-15,0,5,0,-15,32.5,88,11,91.21,0,99,168,3.73,14.68,-1
"74","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,63,0.04,1.47,68,NA,NA,NA,31.73,0,-26,0,0,4,1,0,96,2,68,73.79,0.16,64,94,1.82,3.24,6
"75","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,58,0.02,2.73,57,NA,NA,NA,14.51,1,-23,0,0,5,0,0,40,0,51,8.21,0.16,64,81,0.49,1.2,3
"76","404S22464","404S22464_05192009_BMI_RWB_1","5/19/09",0.62048115,0.50348232,0.56198173,34.12676,-118.70685,69,0.02,2.73,68,NA,NA,NA,28.4,0,-26,0,0,4,0,0,96,0,68,30.73,0.11,64,94,0.47,2.74,9
"77","404S25668","404S25668_06232010_BMI_RWB_1","6/23/10",0.45160413,0.66033222,0.55596817,34.12139,-118.70914,69,0.02,2.73,69,NA,NA,NA,28.57,0,-27,0,0,4,0,0,96,23,69,33.38,0.12,64,94,0.49,2.49,9
"78","404S26868","404S26868_06262012_BMI_RWB_1","6/26/12",0.75093391,0.71165834,0.73129612,34.09675,-118.71737,57,0.2,1.3,53,NA,NA,NA,34.04,0,-23,0,0,4,0,0,47,0,48,74.61,0.08,75,98,0.49,3.04,9
"79","404S28068","404S28068_06202012_BMI_RWB_1","6/20/12",0.65591767,0.56609057,0.61100412,34.13936,-118.70366,58,0.02,2.73,50,NA,NA,NA,16.75,1,-24,0,0,5,0,0,41,0,50,13.16,0.16,64,85,0.49,1.92,5
"80","404S28270","404S28270_06182012_BMI_RWB_1","6/18/12",0.61848048,0.51923379,0.56885714,34.13663,-118.75725,22,0.05,0.66,44,18,34.74,-11,60.17,-3,-5,-15,0,6,0,-15,40.5,88,21,50.53,0,99,170,1.53,12.85,-1
"81","404S32468","404S32468_06262012_BMI_RWB_1","6/26/12",0.76755326,0.5275603,0.64755678,34.0999,-118.72304,42,0.04,3.54,69,NA,NA,NA,183.33,1,-27,0,0,4,0,0,27,0,69,206.58,0.16,114,161,2.73,19.18,23
"82","404S34120","404S34120_06212012_BMI_RWB_1","6/21/12",0.74064526,0.43919335,0.5899193,34.16558,-118.78918,21,0,0.06,31,NA,NA,NA,11.59,-1,-164,-21,0,7,1,0,93,88,-2,10.5,0,76,131,0.65,1.9,13
"83","404S35270","404S35270_06202012_BMI_RWB_1","6/20/12",0.90200056,0.6416907,0.77184563,34.13325,-118.70656,61,0.02,2.73,68,NA,NA,NA,26.17,1,-26,0,1,4,0,0,27,0,68,24.49,0.16,64,94,0.49,2.41,9
"84","404S45622","404S45622_06032013_BMI_RWB_1","6/3/13",1.14528188,0.85645776,1.00086982,34.06149,-118.58534,59,0.71,8.86,104,NA,NA,NA,8.88,0,-12,0,0,4,0,0,55,15.5,76,72.61,0.11,64,79,1.98,3.72,2
"85","405CE0280","405CE0280_07022018_BMI_RWB_1","7/2/18",1.14791261,0.65157175,0.89974218,34.23041,-117.74981,0,0,0,1,NA,NA,NA,0,0,8,0,0,3,0,0,58.5,0,1,0.55,0,168,0,0.01,0.31,1
"86","405PS0030","405PS0030_07082015_BMI_RWB_1","7/8/15",1.06476871,0.6488247,0.8567967,34.23487,-117.80523,0,-0.01,-0.01,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,1.55,2.78,0
"87","405WE0777","405WE0777_06202001_BMI_CSBP_Trans_1","6/20/01",1.22327116,1.14574154,1.18450635,34.25461,-118.08523,1,0.2,0.2,7,-1,0.18,0,0.24,0,-96,-100,0,4,2,0,58,52,15,0.88,0.05,29,29,0.2,1.6,2
"88","407CE0092","407CE0092_04272004_BMI_RWB_1","4/27/04",0.38989811,0.25195626,0.32092719,34.27931,-119.22089,18,1.1,0.76,40,NA,NA,NA,0.14,-4,-52,-8,1,12,4,23.5,114,50,45,3.02,0.01,126,142,0.5,2.6,10
"89","407CE0220","407CE0220_05032006_BMI_RWB_1","5/3/06",0.44813332,0.42538158,0.43675745,34.28729,-119.21586,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,-1,0,0,0
"90","407CE0668","407CE0668_05222007_BMI_RWB_1","5/22/07",0.42151147,0.26984725,0.34567936,34.28231,-119.21909,18,1.1,0.76,40,NA,NA,NA,0.14,-4,-52,-8,1,12,4,23.5,114,50,45,3.02,0.01,126,142,0.5,2.6,10
"91","408BA0660","408BA0660_04272017_BMI_RWB_1","4/27/17",0.6407612,0.44047644,0.54061882,34.26784,-118.93781,225,0.04,0.06,161,NA,NA,NA,266.53,-212,-352,-224,2,5,3,0,177,18.5,-68,545.02,0,237,76,2.75,15.1,24
"92","408BA0836","408BA0836_06042014_BMI_RWB_MCM_1","6/4/14",0.49921918,0.55818325,0.52870122,34.19071,-119.0051,222,-0.03,-0.07,162,NA,NA,NA,315.21,-214,-353,-218,0,6,2,43,133,0,-41,676.27,0,237,51,0,3.08,34
"93","408BA0916","408BA0916_05082008_BMI_RWB_1","5/8/08",0.98677149,0.58187625,0.78432387,34.23266,-118.95311,225,-0.04,-0.07,163,NA,NA,NA,179.77,-208,-348,-220,3,7,4,18,167.5,-6,-46,312.82,0,237,51,0,4.6,33
"94","408CAL012","408CAL012_10302001_BMI_CSBP_Trans_1","10/30/01",0.73202817,0.5622054,0.64711679,34.27242,-118.78131,138,0.42,0.94,136,NA,NA,NA,121.73,0,-5,0,0,5,0,0,142,0,136,396.58,0.04,204,89,0.06,2.25,-2
"95","408PS0032","408PS0032_05212008_BMI_RWB_MCM_1","5/21/08",0.68520605,0.56951694,0.6273615,34.1688,-119.05743,223,0.03,0.04,163,NA,NA,NA,485.1,-214,-351,-222,1,5,3,22,177,15,-65,1287.89,0,237,76,20.3,29.48,39
"96","408WE0547","408WE0547_07122000_BMI_CSBP_Trans_1","7/12/00",0.57194799,0.52345272,0.54770035,34.19094,-119.0859,NA,NA,NA,0,NA,NA,NA,1,-262,0,-260,2,7,4,-1,191.5,-1,-212,23.02,0,189,46,0,1.04,-3
"97","408WE0654","408WE0654_06132001_BMI_CSBP_Trans_1","6/13/01",0.57245645,0.51648834,0.5444724,34.16522,-119.09069,NA,NA,NA,18,NA,NA,NA,3.9,-261,10,-30,3,6,6,21.5,134.5,-5,-56,73.04,0,189,22,0,0,-3
"98","408WE1039","408WE1039_05072002_BMI_RWB_1","5/7/02",0.266129,0.24113287,0.25363094,34.14743,-119.087,39,0.1,0,-34,2,0.05,2,0.02,1,1,0,0,0,0,0,0,0,-25,0.01,0.13,35,70,0,1.56,0
"99","410CE0284","410CE0284_05042006_BMI_RWB_1","5/4/06",0.58420235,0.29408839,0.43914537,34.14944,-119.19111,180,-0.13,-0.12,98,1,-73.62,-21,113.12,0,3,0,0,2,0,0,44,48,78,178.32,0.12,196,125,0,0.29,90
"100","412CE0104","412CE0104_07192005_BMI_RWB_1","7/19/05",0.74091358,0.47239027,0.60665192,34.06911,-118.22324,175,3.45,9.34,156,0,-2271.46,-9,4474.62,0,0,0,0,0,0,16,15.5,1,137,4002.13,0.11,250,121,11.41,-2.31,0
"101","412CE0616","412CE0616_07162015_BMI_RWB_MCM_1","7/16/15",0.761421,0.5589496,0.6601853,34.15397,-118.42994,159,-0.56,10.25,130,0,3708.98,-1,1446.36,0,0,0,0,0,0,0,1,0,130,3549.41,0.05,248,84,0.58,36.9,0
"102","412CE0732","412CE0732_09022015_BMI_RWB_MCM_1","9/2/15",0.72943747,0.42857332,0.5790054,34.15513,-118.31261,229,3.87,88.87,178,3,4743.8,0,2512.85,0,0,0,0,1,0,0,16,8,178,3764.85,0.1,249,133,0,29.29,0
"103","412WE0552","412WE0552_08022018_BMI_RWB_1","8/2/18",0.93327878,0.57819127,0.75573503,34.23908,-118.18059,28,1.43,0.2,6,-6,0.33,0,1.8,0,-89,-95,0,5,3,0,64,51.5,14,5.58,0.05,53,47,2.3,1.6,28
