"","Bug_StationCode","SampleID","SampleDate","MostRecentSample","CSCI","CSCI_Percentile","OoverE","OoverE_Percentile","MMI","MMI_Percentile","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Peak_2","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"14","SGLT506","SGLT506410781NR","6/18/12",1,0.586312859,0,0.613777159,0.02,0.558848559,0.01,-132,-82.52,-97.13,-269,-1,-425.3,-60,942.84,-3,-17,0,-1,-1,0,-20.5,-25,0,-166,-9881.77,-0.16,-1,-1,-63.27,-68.39,-42
"15","SGUR010","SGUR010407211NR","6/27/11",2,0.983273925,0.46,1.120381158,0.74,0.846166691,0.2,0,-0.2,-0.22,-2,0,6.75,0,-0.18,0,0,0,0,0,0,0,0,0,-1,-1.54,0,0,-8,-0.16,-0.51,0
"16","SGUR103","SGUR103411081NR","7/18/12",3,1.086108165,0.7,1.156517482,0.79,1.015698847,0.53,-9,-0.01,-0.01,0,1,-0.13,0,-0.03,0,0,0,0,0,0,0,0,-16.5,0,-0.13,0,-1,-1,-0.21,-55.42,-7
"17","SGUT501","SGUT501410791NR","6/19/12",1,1.26732273,0.95,1.389128234,0.98,1.145517226,0.79,-7,-0.06,-0.02,-56,NA,NA,NA,0,0,0,0,0,0,0,0,-68,0,-57,-0.02,0,-10,-11,-0.02,-0.05,-3
"18","SGUT502","SGUT502410781NR","6/18/12",3,0.988249271,0.47,1.116139719,0.73,0.860358823,0.22,0,-0.01,-0.01,0,NA,NA,NA,0.58,0,-45,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01,-0.05,0
"19","SGUT503","SGUT503410731NR","6/13/12",3,1.011042826,0.53,1.178230504,0.83,0.843855149,0.19,-1,-0.01,-0.01,-1,NA,NA,NA,0,0,0,0,0,0,0,-1,-1,-43.5,0,-0.14,0,0,0,-0.76,-0.02,-1
"20","SGUT504","SGUT504410791NR","6/19/12",1,0.989711373,0.47,1.109322382,0.72,0.870100364,0.23,-33,0.1,-0.7,-6,-3,-0.03,-5,0.35,-12,-24,-17,-1,-1,0,-11.5,-5,-2.5,-41,-2.86,-0.01,-33,-31,-0.67,-0.14,-32
"21","SGUT505","SGUT505410781NR","6/18/12",1,0.877810932,0.22,1.045087959,0.59,0.710533905,0.05,0,-0.12,-0.15,0,NA,NA,NA,-0.06,0,0,-2,0,0,0,0,0,0,0,-1.79,0,0,0,-0.08,-0.82,0
"22","SMC00080","SMC00080_41066_BMI_RWB_1","6/6/12",3,0.803837262,0.11,0.847270181,0.21,0.760404342,0.09,-10,0,0,-44,NA,NA,NA,0,0,0,-29,0,0,0,0,0,0,-44,0,-0.01,0,-1,0,0,-9
"23","SMC00105","SMC00105_39945_BMI_RWB_1","5/12/09",1,0.972364495,0.43,1.137145755,0.76,0.807583235,0.14,NA,NA,NA,-9,NA,NA,NA,0,0,0,-54,0,0,1,0,0,-8,-9,0,0,0,-11,0,0,0
"24","SMC00135","SMC00135_40336_BMI_RWB_1","6/7/10",1,0.865721111,0.2,1.017497643,0.54,0.713944579,0.06,-21,0,-0.6,-14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-15,0,-0.02,0,-1,-0.5,-0.35,-20
"25","SMC00198","SMC00198_39953_BMI_RWB_1","5/20/09",1,0.723663686,0.04,0.912419114,0.32,0.534908259,0,-15,-2.7,-3.13,-215,1,21.8,-9,160.43,-3,-364,-25,0,-1,-1,-23,-52.5,-19,-77,-20.57,-0.09,-12,0,-3,-2.94,-64
"26","SMC00271","SMC00271_39968_BMI_RWB_1","6/4/09",1,0.951285257,0.38,1.023822198,0.55,0.878748317,0.25,0,0,0,-2,1,0,0,0.01,0,0,0,0,0,0,0,0,0,-1,-0.01,0,0,-1,0,0,0
"27","SMC00282","SMC00282_39973_BMI_RWB_1","6/9/09",1,0.981521189,0.45,1.158815862,0.8,0.804226516,0.14,-1,0,-0.01,-1,NA,NA,NA,0.38,-1,-48,0,0,0,0,0,0,0,-1,-0.17,0,0,0,0,-0.41,-1
"28","SMC00288","SMC00288_39982_BMI_RWB_1","6/18/09",1,0.673631567,0.02,0.83622953,0.19,0.511033603,0,-40,0,-0.1,-37,NA,NA,NA,3.28,0,-95,-16,0,0,-1,0,-48,-63,-75,-1.04,0,-4,0,-0.47,-0.89,-68
"29","SMC00318","SMC00318_40344_BMI_RWB_1","6/15/10",1,0.382262467,0,0.513006828,0.01,0.251518107,0,-142,-40.76,-72.44,-359,NA,NA,NA,4837.7,-1,-242,-1,0,0,0,0,-34,0,-25,-3802.76,-0.11,-2,0,-20.29,-511.33,-75
"30","SMC00382","SMC00382_39987_BMI_RWB_1","6/23/09",1,0.362996662,0,0.383239623,0,0.342753702,0,-22,0,0,-62,NA,NA,NA,8.96,-91,-107,-98,7,-1,-1,47,-24,-30,-98,-6.3,0,-6,18,-0.43,-0.58,-82
"31","SMC00428","SMC00428_41465_BMI_RWB_1","7/10/13",4,0.92157076,0.31,0.757236396,0.1,1.085905124,0.68,-8,-0.5,0,-8,-4,-0.97,-44,0.92,0,-120,-120,0,0,0,0,4,41,-61,0,-0.38,-14,-24,0,0,-5
"32","SMC00436","SMC00436_39959_BMI_RWB_1","5/26/09",1,0.595858368,0.01,0.723073189,0.07,0.468643546,0,-216,-52.3,-127.32,-270,0,-759.31,-60,2257.62,-1,-268,-1,0,0,0,0,-19.5,0,-21,21.53,-0.14,-7,1,-18.81,-58.15,-76
"33","SMC00464","SMC00464_39941_BMI_RWB_1","5/8/09",1,0.916498553,0.3,0.868997721,0.25,0.963999384,0.42,-8,-0.04,-0.04,-57,NA,NA,NA,-0.01,0,0,0,0,0,0,0,-48,0,-57,-1.1,0,-5,-5,-0.03,-0.1,-3
"34","SMC00476","SMC00476_39972_BMI_RWB_1","6/8/09",1,1.148016241,0.82,1.269379807,0.92,1.026652675,0.56,-4,-0.62,-0.02,-11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-12,0,-0.07,0,-28,0,-0.01,-4
"35","SMC00479","SMC00479_40737_BMI_RWB_2","7/13/11",2,0.452731714,0,0.52730343,0.01,0.378159997,0,-78,-0.01,-0.13,-58,-4,14.25,-6,13.36,0,-97,-45,0,-1,-3,-1,-29.5,-20,-169,0.51,0,-10,-17,-0.08,-0.78,-92
"36","SMC00480","SMC00480_39946_BMI_RWB_2","5/13/09",2,1.059491984,0.64,1.097036925,0.69,1.021947043,0.55,0,0,0,0,NA,NA,NA,0,0,-1,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0
"37","SMC00520","SMC00520_41072_BMI_RWB_1","6/12/12",4,0.930797734,0.33,0.973645324,0.44,0.887950144,0.27,-8,-0.14,-0.51,-6,0,4.98,-1,3.57,0,-5,0,0,0,0,0,-1,0,-1,-1.16,0,-1,-1,-0.12,-5.87,-8
"38","SMC00544","SMC00544_40716_BMI_RWB_1","6/22/11",1,1.08409149,0.7,1.184380837,0.83,0.983802143,0.46,-3,0,-1.48,-72,-9,-0.07,0,0.02,0,-2,0,0,0,0,0,-1,0,-72,-0.02,0,-1,-2,0,-0.17,-8
"39","SMC00608","SMC00608_40721_BMI_RWB_1","6/27/11",1,0.720595219,0.04,0.83374274,0.19,0.607447699,0.01,-66,-0.01,-0.54,-88,-56,-216.53,-60,75.17,-31,-16,-23,-1,-1,-1,-21,-11.5,0,-135,-204.68,0,-16,-13,-19.15,-64.38,-37
"40","SMC00632","SMC00632_40707_BMI_RWB_2","6/13/11",2,0.549301949,0,0.725270028,0.07,0.373333871,0,-42,0,-0.2,-55,-1,-0.15,-27,7.58,0,-35,0,0,-1,0,0,-27,0,-92,-8,0,-7,-19,-0.03,-0.99,-52
"41","SMC00684","SMC00684_40721_BMI_RWB_1","6/27/11",1,0.436533265,0,0.444357593,0,0.428708937,0,-143,-0.03,-3.49,-56,-16,25.84,-61,96.33,-70,-91,-85,5,-1,-2,26.5,-36.5,-3,-119,-631.19,0,-4,41,-2.5,-10.32,-82
"42","SMC00710","SMC00710_39952_BMI_RWB_1","5/19/09",1,0.66088512,0.02,0.789535937,0.13,0.532234303,0,-196,-0.01,-0.73,-26,1,104.69,-7,89.25,-24,-362,-236,2,2,0,-21.5,77,-44,-92,0.48,0,0,1,-7.88,-10.78,-73
"43","SMC00748","SMC00748_40715_BMI_RWB_1","6/21/11",1,0.277914767,0,0.234293392,0,0.321536142,0,-90,-0.13,-5.53,-33,-32,-255.33,-61,323.34,-43,-78,-60,1,-3,0,-30,-46,-2,-136,-43.09,0,-9,-5,-20.93,-34.17,-64
"44","SMC00827","SMC00827_39979_BMI_RWB_1","6/15/09",1,1.024966561,0.56,1.255078406,0.91,0.794854717,0.13,-1,-0.06,-0.06,-2,0,4.61,0,3.47,0,0,0,0,0,0,0,0,0,-2,-0.61,0,0,0,-0.04,-57.86,-1
"45","SMC00873","SMC00873_39952_BMI_RWB_1","5/19/09",1,0.671871653,0.02,0.859490192,0.23,0.484253114,0,-140,0,-0.04,-38,2,8.24,-47,47.54,-1,-142,-18,0,-1,-2,0,-41.5,-10.5,-107,-6.85,0,-3,6,-2.9,-15.04,-92
"46","SMC00899","SMC00899_40736_BMI_RWB_1","7/12/11",1,0.318738524,0,0.338965497,0,0.298511551,0,96,-0.34,-0.31,-194,NA,NA,NA,75.26,-121,-364,-210,0,0,0,-64,-42,-63,-299,2.76,0,-158,-15,-0.24,-7.43,-74
"47","SMC00911","SMC00911_39968_BMI_RWB_1","6/4/09",1,1.009778711,0.52,1.292700876,0.94,0.726856545,0.06,0,-0.01,-0.01,-17,0,0.45,0,0.46,0,0,0,0,0,0,0,0,0,-1,-0.17,0,0,-1,-0.01,-0.03,0
"48","SMC00924","SMC00924_41072_BMI_RWB_1","6/12/12",4,0.80979286,0.12,0.784739638,0.13,0.834846081,0.18,-14,0,-0.26,-50,-6,0.28,0,2.14,0,-120,-128,0,0,0,0,-100,-24,-125,-8.76,-0.33,-123,-114,-0.24,0,-9
"49","SMC00957","SMC00957_40350_BMI_RWB_1","6/21/10",1,0.773190704,0.08,0.925608641,0.35,0.620772767,0.02,-51,-0.2,-0.35,-222,-5,317.69,0,114.99,0,-364,-1,0,0,0,-14,14.5,-14,-1,-26.18,-0.22,-1,0,-0.19,-1.51,-35
"50","SMC00958","SMC00958_40743_BMI_RWB_1","7/19/11",1,0.253333106,0,0.218268008,0,0.288398205,0,-95,-0.01,-0.06,-104,NA,NA,NA,80.14,0,-79,-22,0,0,-1,0,-74.5,-21.5,-111,6.34,0,-6,14,-0.39,-4.66,-87
"51","SMC01040","SMC01040_39973_BMI_RWB_1","6/9/09",1,1.198422928,0.89,1.314497154,0.95,1.082348702,0.68,-2,-0.03,-0.09,-6,-1,-0.84,-2,-0.06,-1,-1,0,0,0,0,0,-1,0,-5,-0.2,0,-1,-11,-0.06,-0.33,-1
"52","SMC01046","SMC01046_39954_BMI_RWB_1","5/21/09",1,0.651900132,0.01,0.797682095,0.14,0.506118169,0,-99,-0.99,-2.34,-32,-8,-0.56,-34,84.07,-12,-57,-24,-2,0,0,0,-42,-2,-69,-8.8,-0.26,-40,-24,-1.9,-2.44,-71
"53","SMC01096","SMC01096_40336_BMI_RWB_1","6/7/10",1,0.58731115,0.01,0.706004476,0.06,0.468617825,0,-3,-0.14,-0.23,-8,0,5.75,-1,3.54,0,-4,0,0,0,0,0,-0.5,0,-7,-1.3,0,-2,-1,-0.12,-5.2,-4
"54","SMC01155","SMC01155_39945_BMI_RWB_1","5/12/09",1,1.007788071,0.52,1.23785983,0.89,0.777716312,0.11,-29,0,-0.14,-9,0,0.01,-1,-0.01,0,-1,0,0,0,0,0,-1,0,-50,-1.13,0,-1,-1,0,-3.91,-22
"55","SMC01161","SMC01161_40325_BMI_RWB_1","5/27/10",1,1.001322822,0.5,1.29238977,0.94,0.710255874,0.05,-15,-0.05,-0.06,-106,NA,NA,NA,2.86,0,-97,0,0,0,0,0,-1,0,-47,-0.76,0,-4,-2,-0.03,-0.57,-26
"56","SMC01172","SMC01172_39988_BMI_RWB_2","6/24/09",2,0.740059326,0.05,0.765754015,0.11,0.714364636,0.06,-56,0,-0.32,-53,NA,NA,NA,0.01,0,-27,-1,0,0,0,0,-27.5,0,-62,-0.1,-0.8,-39,-29,-0.23,-2.97,-33
"57","SMC01196","SMC01196_40373_BMI_RWB_1","7/14/10",1,0.774740666,0.08,0.849111102,0.21,0.70037023,0.05,NA,NA,NA,-1,NA,NA,NA,0,-2,0,-1,0,0,0,0,-2,0,-1,-0.06,0,0,-13,0,-0.26,-1
"58","SMC01208","SMC01208_40337_BMI_RWB_1","6/8/10",1,0.48967418,0,0.516031075,0.01,0.463317285,0,-136,-0.1,-90.04,-68,-1,-68.2,-60,846.09,0,-31,0,0,0,0,0,-5,0,-109,-1907.95,0,-4,0,-32.86,-289.71,-142
"59","SMC01215","SMC01215_40737_BMI_RWB_1","7/13/11",1,0.851367778,0.18,1.048584436,0.6,0.65415112,0.03,-95,-22.21,-174.44,-30,0,478.47,0,462.83,0,0,0,0,0,0,0,0,0,-30,-69.5,-0.05,0,0,-42.67,-86.27,-16
"60","SMC01248","SMC01248_40750_BMI_RWB_1","7/26/11",1,1.071042685,0.67,1.202956752,0.86,0.939128619,0.37,0,-0.01,-0.01,0,NA,NA,NA,0.75,0,-362,0,0,0,0,0,0,0,-2,-0.01,0,0,0,-0.01,-0.01,0
"61","SMC01257","SMC01257_40710_BMI_RWB_1","6/16/11",1,0.682498654,0.02,0.878579603,0.26,0.486417705,0,-216,0,-0.07,-78,-5,8.4,-47,47.07,-1,-132,-13,-1,0,-1,0,-1,-0.5,-109,-30.95,0,-3,5,-3.07,-12.49,-91
"62","SMC01260","SMC01260_41106_BMI_RWB_1","7/16/12",1,0.522869031,0,0.622019238,0.02,0.423718824,0,-133,-71.48,-84.13,-267,-1,-500.6,-60,879.39,-1,-10,0,0,-1,0,0,-25,0,-126,-2161.68,-0.16,-25,-25,-55.94,-470.97,-29
"63","SMC01320","SMC01320_40336_BMI_RWB_1","6/7/10",1,0.601658146,0.01,0.772235524,0.12,0.431080768,0,-5,-0.09,-0.12,-7,1,2.72,0,0.28,-1,-1,-4,0,0,0,-0.5,-1,0,-7,-0.81,0,-39,-39,-2.04,-6.03,-5
"64","SMC01341","SMC01341_39986_BMI_RWB_1","6/22/09",1,0.348940083,0,0.336635123,0,0.361245042,0,NA,NA,NA,83,NA,NA,NA,3013.98,NA,-254,-1,NA,6,-1,NA,44,17.5,NA,NA,NA,NA,NA,NA,NA,-2
"65","SMC01358","SMC01358_40715_BMI_RWB_1","6/21/11",1,0.396114756,0,0.513906759,0.01,0.278322752,0,-57,0,-0.52,-103,NA,NA,NA,15.32,0,-86,-21,0,-1,-4,0,-32,-33.5,-144,-3.35,0,-8,16,-0.43,-1.71,-70
"66","SMC01413","SMC01413_41102_BMI_RWB_1","7/12/12",3,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","SMC01424","SMC01424_39995_BMI_RWB_1","7/1/09",1,0.850777633,0.18,0.801513325,0.15,0.900041941,0.29,0,-0.03,-0.03,0,NA,NA,NA,-0.01,0,0,0,0,0,0,0,0,0,0,-0.03,0,-194,-2,-0.03,-0.04,0
"68","SMC01452","SMC01452_40374_BMI_RWB_1","7/15/10",1,0.391205247,0,0.439246769,0,0.343163724,0,NA,NA,NA,-38,NA,NA,NA,7.74,-94,-120,-98,-1,-1,-1,-22,-30,-21,-99,-20.65,0,-7,17,-0.1,-0.84,-69
"69","SMC01454","SMC01454_41106_BMI_RWB_2","7/16/12",2,0.694017063,0.03,0.810956433,0.16,0.577077692,0.01,-44,-0.01,-0.89,-39,-13,-63.54,-61,56.71,-1,-99,0,-1,-1,0,0,-23.5,-30.5,-103,-172.07,0,-3,2,-1.25,-5.13,-31
"70","SMC01504","SMC01504_40722_BMI_RWB_1","6/28/11",1,0.904233718,0.28,0.90734173,0.31,0.901125706,0.29,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","SMC01544","SMC01544_40373_BMI_RWB_1","7/14/10",1,0.799508611,0.11,0.900984067,0.3,0.698033155,0.05,-5,-0.09,-0.11,-2,1,2.75,0,0.29,-3,-2,-3,0,0,-1,0,-0.5,-57.5,-2,-0.81,0,-20,-18,-8.56,-7.38,-5
"72","SMC01550","SMC01550_39989_BMI_RWB_1","6/25/09",1,0.641042929,0.01,0.647990348,0.03,0.634095509,0.02,-89,-0.01,-0.34,-53,NA,NA,NA,0.11,0,-27,0,0,0,0,0,-1.5,-1,-62,0.04,-0.8,-24,-7,-0.23,-0.7,-33
"73","SMC01567","SMC01567_40338_BMI_RWB_1","6/9/10",1,0.658765169,0.02,0.953862683,0.4,0.363667656,0,-1,0,0,-4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.01,0,0,0,-0.01,0
"74","SMC01606","SMC01606_39959_BMI_RWB_1","5/26/09",1,0.688425845,0.03,0.865521978,0.24,0.511329712,0,144,-0.03,0.01,-246,1,50.51,-8,27.34,-31,-364,-241,1,0,0,0.5,53.5,-46,-13,16.08,0,2,49,-1.66,-1.03,-47
"75","SMC01640","SMC01640_39993_BMI_RWB_1","6/29/09",1,0.357048831,0,0.330126871,0,0.38397079,0,NA,NA,NA,NA,NA,NA,NA,0,-363,0,0,0,0,0,140,0,0,NA,0,NA,0,NA,NA,NA,NA
"76","SMC01656","SMC01656_41066_BMI_RWB_1","6/6/12",1,0.686240789,0.03,0.835844727,0.19,0.53663685,0,-29,0,-4.84,-25,-11,-1.77,-61,21.56,0,-32,-1,0,-1,0,0,-1,0,-90,-59.39,0,-4,-42,-0.74,-7.87,-43
"77","SMC01662","SMC01662_41099_BMI_RWB_1","7/9/12",1,0.578502378,0,0.699027832,0.06,0.457976923,0,-76,-0.08,-11.79,-62,-19,5.08,-30,139.59,0,-100,0,0,0,0,0,-46,-19.5,-109,-62.95,0,-4,6,-2.22,-14.06,-90
"78","SMC01692","SMC01692_40714_BMI_RWB_1","6/20/11",1,0.812922676,0.12,1.003022127,0.51,0.622823226,0.02,NA,NA,NA,0,NA,NA,NA,0,0,0,-363,0,0,1,0,0,141,0,0,0,0,0,0,-0.25,-7
"79","SMC01694","SMC01694_40357_BMI_RWB_1","6/28/10",1,0.388297325,0,0.358334771,0,0.418259879,0,-143,0,-0.37,-69,NA,NA,NA,53.59,0,-61,-75,0,0,0,0,-50,-32,-82,-3.25,-0.19,-39,-6,-0.23,-2.97,-53
"80","SMC01726","SMC01726_40359_BMI_RWB_1","6/30/10",1,0.588948765,0.01,0.668371896,0.04,0.509525634,0,-94,-5.12,-8.45,-265,NA,NA,NA,667.48,0,-11,-1,0,-2,-1,-1,-43,0,-10,-1546.13,-0.23,-5,1,-2.73,-23.85,-75
"81","SMC01748","SMC01748_39967_BMI_RWB_1","6/3/09",1,0.711801082,0.04,0.843264207,0.21,0.580337956,0.01,-38,0.09,0.88,-27,-4,65.23,-61,268.21,-15,-80,-53,0,-1,0,-1,-43.5,1,-95,-13.27,0,-3,0,-25.07,-44.98,-92
"82","SMC01772","SMC01772_41101_BMI_RWB_1","7/11/12",1,0.596048426,0.01,0.673523331,0.04,0.518573522,0,-37,0,-0.11,-24,1,1.71,-13,5.43,-40,-83,-51,0,-2,0,-0.5,-30,0,-85,-0.55,0,-14,-13,-0.2,-1.52,-52
"83","SMC01808","SMC01808_40707_BMI_RWB_1","6/13/11",1,0.812240229,0.12,0.934783777,0.37,0.689696681,0.04,0,0,0,-2,NA,NA,NA,0,0,-1,0,0,0,0,0,-6,0,-2,0,0,0,0,0,0,0
"84","SMC01860","SMC01860_39961_BMI_RWB_1","5/28/09",1,0.576501537,0,0.643112823,0.03,0.509890251,0,131,-0.74,-0.73,-201,NA,NA,NA,252.53,-207,-364,-212,3,0,4,18,98,-6,-65,48.51,0,-159,-160,-0.71,-0.8,-22
"85","SMC01912","SMC01912_41102_BMI_RWB_1","7/12/12",1,0.409708088,0,0.431699651,0,0.387716525,0,29,0,0,-81,NA,NA,NA,5.21,0,-72,0,0,-2,0,0,-45.5,-59,-119,-3.75,0,-7,-47,-0.09,-0.55,-62
"86","SMC01934","SMC01934_41075_BMI_RWB_1","6/15/12",1,0.562595219,0,0.67890659,0.05,0.446283848,0,-38,0.84,10.25,-18,NA,NA,NA,240.68,-22,-245,-37,0,2,-1,0,2.5,-58.5,-91,-259.08,0,-2,0,0,-4.06,-61
"87","SMC01960","SMC01960_40352_BMI_RWB_1","6/23/10",1,0.482040341,0,0.474645402,0,0.48943528,0,-86,0,0.03,-26,NA,NA,NA,115.98,0,-71,-9,0,0,-1,0,-1,-79,-101,-154.02,0,-3,-2,-23.67,-25.43,-95
"88","SMC01987","SMC01987_41075_BMI_RWB_2","6/15/12",2,0.657233154,0.02,0.831100835,0.19,0.483365473,0,-107,-0.02,-1.88,-36,1,2.41,-28,94.75,-14,-326,-94,1,-1,0,-37.5,-47,-71,-118,-7.83,0,-3,20,-0.73,-11.13,-121
"89","SMC01990","SMC01990_39954_BMI_RWB_1","5/21/09",1,0.607291967,0.01,0.676875129,0.04,0.537708806,0,-68,-2.56,-0.71,-223,0,25.35,-8,30.11,-18,-364,-26,-1,0,-1,2,3,-64.5,-8,12.37,-0.07,2,55,-0.58,-0.58,-53
"90","SMC02028","SMC02028_41102_BMI_RWB_1","7/12/12",1,0.670937641,0.02,0.811309397,0.16,0.530565885,0,-33,0.04,-2.87,-17,-6,-51.29,-61,59.63,-26,-52,-55,0,0,0,-0.5,-56,-34,-94,-26.85,0,-3,0,-30.82,-38.92,-56
"91","SMC02075","SMC02075_41107_BMI_RWB_1","7/17/12",1,0.847725191,0.17,0.914043167,0.33,0.781407214,0.11,0,0,0,-3,NA,NA,NA,0.1,0,-32,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,-0.01,0
"92","SMC02088","SMC02088_40708_BMI_RWB_1","6/14/11",1,0.8118037,0.12,1.026116662,0.55,0.597490739,0.01,-6,-0.01,0,-44,1,9.39,3,7.8,0,-120,-122,0,0,-1,0,-52,17,-97,0,-0.29,-23,-51,-0.35,0,-4
"93","SMC02092","SMC02092_40708_BMI_RWB_1","6/14/11",1,0.835424967,0.15,1.019237288,0.54,0.651612645,0.03,NA,NA,NA,-1,NA,NA,NA,0,0,0,0,0,0,0,0,0,-15,-1,-0.54,0,0,0,-0.03,-0.05,-1
"94","SMC02139","SMC02139_41107_BMI_RWB_1","7/17/12",1,1.118239994,0.77,1.190035878,0.84,1.046444111,0.6,0,0,0,-3,NA,NA,NA,0.03,0,-18,0,0,0,0,0,0,0,0,-0.03,0,0,0,0,0,0
"95","SMC02152","SMC02152_40373_BMI_RWB_1","7/14/10",1,0.604122906,0.01,0.657952035,0.04,0.550293777,0.01,-116,-0.01,-0.49,-100,NA,NA,NA,198.46,0,-77,-83,0,0,0,-0.5,-5,1,-81,1.08,-0.75,-26,-16,-4.23,-6.44,-57
"96","SMC02206","SMC02206_40743_BMI_RWB_1","7/19/11",1,0.510156172,0,0.555804673,0.01,0.464507671,0,-107,0,-1.41,-84,-19,6.99,-61,28.12,-107,-169,-116,0,-1,-2,-27.5,-37.5,-2,-90,-3.74,0,-19,-12,-1.54,-3.43,-73
